x1 x2
-0.540454762424342 -0.130500375942793
-0.419038253730396 -0.642338548681
-0.60238937629736 -0.319198321345029
-0.452402164911618 0.816122517546173
0.656407559951767 0.877518437899416
-0.829205196755938 -0.820396846303483
-0.817504852701677 -0.116923279614421
-0.616280345615232 0.968084091054043
0.169650705229724 -0.999598107669735
0.435140605955385 -0.112292357656406
0.271206012844341 -0.36677581239026
-0.21311131600407 -0.504765731566586
0.445240702496376 -0.180185786538059
0.496132333752466 0.470056967848213
-0.788907621809049 -0.189720312156714
-0.728825139265973 -0.55298651864985
0.720071522180224 0.731808815841796
0.727922498699045 -0.00697103130863974
-0.648681406934047 0.593375743385404
0.144679031079868 -0.90498204296804
0.408934855874395 -0.750965334265493
-0.0246348080772441 0.917834996518213
0.892695954230148 0.945688375775935
0.511381663244683 -0.873240782466019
0.069064026181586 -0.684142293259501
0.202605810463429 -0.691176885787863
0.211443778236862 0.362183891580207
-0.0266527462110389 0.670184618911007
0.762803231745493 -0.555338083814131
0.997173112459714 -0.83031883691554
-0.290108486859826 -0.956616188556654
-0.878508655523183 0.756041266972898
-0.558405517855426 -0.220728125157766
0.945305299534229 -0.324089769471902
0.182419183005113 0.371691417871043
0.479066813490354 0.859352162400028
-0.564904193605762 -0.805876259088982
0.852006342476234 0.288360291441204
0.705593361078063 0.0823821216973011
0.569626699818764 -0.227125803291565
0.934563757898286 -0.971223490379052
0.868154999620747 0.183972103252309
0.554617732311599 -0.679177655951353
0.885964419721859 -0.89951178667252
0.284145546976942 -0.475970680210739
-0.0136036500683986 0.207245147895301
-0.311870606463635 0.456854607081041
-0.158088405258022 0.439572404382052
-0.913048511226662 -0.949648531202693
0.308537533053896 -0.381535015930422
-0.0395192635490094 0.92518451614771
-0.0329952993954066 -0.584942313873908
-0.0571605449204798 0.434724749629386
-0.963283489113674 0.376222491399385
0.327708384887083 0.770588521889876
-0.208125457724091 -0.498362444415689
0.369736028756015 -0.230447125438368
0.353812223577406 0.613790374581004
-0.120007545828121 0.997902007023804
-0.893933579092845 0.810667759492062
-0.641038588419324 -0.765090470813448
0.614910243962659 0.985627217375441
0.493091425719904 -0.925709065978881
-0.299303062320687 -0.463167097392725
-0.254214348864043 0.787239199171308
0.23742937289644 0.12475101520191
0.0245237694005482 -0.445299176491099
-0.591132533816854 -0.924538945071399
0.535081217148108 -0.418332452065079
0.156209265461657 0.0389603535912466
0.232481935188407 -0.507430604548426
0.660362009393284 -0.608274304501247
0.768781624706462 -0.283074404771905
0.940034605199471 -0.491407803848852
-0.26721515333862 0.765350413132692
0.426739082655404 -0.522934972227085
-0.713441724005388 -0.661312160158996
0.106941701419419 0.533097121390747
-0.171882293660892 0.604012061655521
0.138270339686424 0.868397265590029
-0.152946225883206 -0.241683734287508
0.410135588888079 0.284079644823214
-0.219624786104541 0.514504826461198
0.255354136173846 -0.144044383083237
-0.671115353759378 0.251015667518368
-0.0479811774473637 -0.192769096859265
-0.181968522656243 0.0878822287137155
-0.62970246616751 -0.129086674575228
0.881480608308921 -0.0781196045689285
0.338565479709068 -0.304374257070012
-0.812853832824621 0.160151885192608
-0.537729156652931 0.323971540635684
0.217356382481521 0.381181948053418
0.574435175083345 0.110629763925681
-0.638653443005169 -0.260587709264364
-0.48624740089057 -0.814511535292259
-0.490922164920485 -0.340708034855779
0.96558578649885 -0.439313014188083
-0.357258715012576 -0.59970485174912
-0.567522383544128 -0.939962912384653
-0.650758533887565 0.155313731658971
0.149099225437967 0.167696801470593
0.0424951004947069 0.7501111366041
-0.932229534327053 -0.0964005119854119
-0.0838214238535148 -0.560940601594048
0.0471073694853112 -0.162175447245827
-0.709241546076955 -0.454026037822478
0.260833915182157 -0.715824452139204
-0.669444608003832 0.776340350533137
0.813992404851597 -0.918505352959037
0.619337843762478 0.130197116235504
0.916699117550161 -0.963452019522665
-0.989352731573163 -0.413130827575224
-0.0526751718553714 -0.35476695905556
0.849937580996193 0.38954226165195
0.699896950733382 0.975852361068828
-0.259786328129703 -0.214285838180222
0.581802904207725 0.00772210274823015
0.164686983092688 -0.176822255670559
-0.552576267342083 0.345429481137544
0.549724565935321 0.931733568859054
0.131846731116529 0.538120743714972
0.313637029126985 0.585989640544867
0.122943576000398 0.394214485834818
0.464996895161457 -0.779942808753112
0.689106659250101 0.0160281191323883
-0.0894309757440351 -0.51155957168201
-0.163635193402879 -0.430884150604252
0.383221982010873 -0.722360488595441
0.540143254840514 0.296435850196285
0.855177917642286 0.204489339768188
-0.244345155317569 0.620257220444037
0.516819732614094 -0.0465225960849784
0.424461545656668 -0.25377861902467
0.471959831984714 -0.666899225463858
-0.517177515113726 0.0952070078556426
-0.747628782570828 0.544746026167413
0.251201656725025 0.423390708510997
0.0645671609207057 -0.424772092369385
0.375682135656243 0.310501771165291
0.442048273074906 0.154849739226047
-0.743180076744175 0.683624507067725
0.153513407737482 -0.864875926999375
0.0897299927019048 -0.0123325424548238
-0.411518454169855 -0.259773712486494
-0.395417142855004 -0.649835778895067
0.633886486204574 -0.17236929112114
-0.588669390581781 -0.407475319603691
0.717662476280238 0.0654343511827755
0.914578007148812 0.237820041312371
0.395296152631054 -0.78663637152873
0.738136613388779 0.630364277099725
-0.612811474729096 0.618207703729859
-0.795950152564328 0.396958764860174
0.46886711403029 0.749366975625744
-0.836908434417564 0.861788670920068
-0.48033871659427 0.913723646480357
0.840317839958006 0.955541017538635
-0.865906110542128 0.583965384690091
0.530285535181174 0.564538103088271
0.608608193068067 -0.950486465026624
-0.23232142867404 0.941742696678266
-0.370833533111727 0.763951644955669
-0.737342954698252 -0.696106405137107
0.665291794732912 -0.657709447868401
0.385111655201763 0.368699445558013
0.703528685427736 -0.744971466650022
-0.392646233899286 0.982980862815166
-0.143580032037571 0.650276096452726
-0.138110628548311 -0.727348880595528
0.1962548903469 0.839720432462636
-0.127812558645383 0.728505334038055
0.600879239459755 0.851209874113556
-0.779881584085524 -0.818356144756544
-0.792934542872245 -0.534456227221526
0.754260261300951 -0.984954700306989
0.0298488176439422 0.844023233461194
0.0175051985937171 0.339670895695454
0.507339261113666 -0.327445116020972
-0.855838891016319 0.135803247988224
0.0726068076246884 -0.90783216626849
-0.168340909577673 -0.747759881245438
-0.434794163198676 -0.0387831797462422
0.360515848279465 0.641815654739039
-0.946711289837258 0.637125198285794
-0.929639037023298 0.0434357059572357
-0.285736069859704 -0.835663912235759
0.400445409297245 -0.574934809433762
0.907116280350601 -0.0551337077468633
0.797495340438327 0.499973263022257
-0.907525590891018 -0.00438482199329882
0.777801928807748 -0.623803537365748
0.393626252638642 -0.771069863024168
-0.632751090571983 -0.867654600404203
-0.132990699880756 0.35451187756029
0.677818442048738 0.103454983382253
0.226661371184746 0.290474320531357
0.504689519121312 0.148355095318984
0.0350749704579356 0.675565568841994
0.434238954287721 0.0522340972092934
0.102009401946561 0.0271610710106325
0.978318022069288 -0.359088153374614
0.564191693799803 -0.0704131351248362
0.793991505316226 0.27751528140856
0.241272297485266 -0.891663772821194
0.324705496873939 -0.800096194853541
-0.874738513630582 -0.543087977393298
-0.605969112066086 -0.0222605615050998
-0.703477677392075 0.0920115241326858
-0.514862021068111 -0.52575503156404
0.00515516851330178 -0.626738540842198
-0.972015794476028 0.401563055190491
0.959934550501639 0.00414463469525805
0.268038589650532 0.230690563179087
-0.015645364188822 0.507885438714875
0.683995862853481 0.270140981030418
-0.17871821129811 -0.991216165432707
-0.455850258475402 -0.852381438756129
-0.426810312048765 -0.847560471971519
-0.422090807009954 0.0205018501135055
0.289208069843007 -0.157987530626124
0.0538630230689887 -0.285242710747989
0.111327344909077 -0.425853512508329
0.0932683054683729 0.188992575407028
0.220930757273454 -0.486226462125778
-0.191320398157695 0.223758928743191
0.99166307242238 0.0452877431211527
0.193372077237582 -0.309792149134446
0.803217815159587 0.0564980225346516
-0.903032844597474 -0.310382478688843
0.20839608896873 0.483587731540902
-0.571414316894952 0.71114086029469
0.622043869700283 0.847855569814565
-0.680602749255486 -0.0170266098657157
0.294590725728776 -0.878243081368273
-0.388730057962239 -0.841429442266235
0.0810923524422105 0.447216828267556
0.758481063409708 0.783367520710453
-0.324097304127645 0.333658725882415
0.901632814912591 -0.27823787704343
-0.596055034083547 0.171822685346706
0.826415804673452 -0.103696902027587
-0.384865401118295 0.548281463481253
-0.111266100484645 0.708155727538979
0.920272590497043 0.212636424322845
-0.189561137625715 -0.468648562354501
0.485006362640998 -0.591467428259784
-0.341014598213369 -0.404328535620589
-0.447004347604234 -0.943203931555618
-0.801609677202068 0.106829650354339
-0.405995567169739 0.974935151376994
0.83241630351753 -0.619606492578751
-0.754327724716859 0.649471677988768
0.298567732915981 -0.105629163791891
-0.500481125646038 0.452386499793502
-0.304666107072262 0.608599395231577
-0.498640354865929 0.901632901742123
-0.338074751865352 -0.988346452013357
-0.764507098427275 0.937905893881107
