x1 x2 x3 x4 x5 x6 x7 x8 x9
-0.898345831062438 -0.823352429254964 -0.484477764192141 0.373252375000156 -0.510389788303421 0.000565537227731561 0.161545482716109 0.437863433878972 0.622087547674827
-0.362309586180167 -0.988823051974695 0.873598858282332 -0.504351955389656 -0.4467618129881 -0.0889537822646607 0.532969563686962 0.966058799452148 -0.0741480827140104
0.436494159498252 -0.762131169648686 0.512772499472679 0.66188028679488 0.276488008292444 0.808790167422137 0.84777211539499 -0.9416476307323 -0.974563324254834
-0.870835731836398 -0.682072302397444 0.629657155580094 -0.472966861501336 0.64608732220872 0.255788583634939 -0.981104842705342 -0.470870744209581 0.511722083410973
-0.475748190028438 0.442297940660113 -0.143750876450859 -0.10792377031253 -0.443401831777042 0.783707501530492 -0.517952006955424 -0.749812299365747 0.859218224682587
0.55256668472766 0.211865945926402 0.984436853954103 -0.830072994084201 0.131538078891786 -0.46049130040609 -0.656020226914229 0.674837096012456 -0.0934224516466363
-0.91206302136933 0.805591367983208 -0.412408425387823 0.254035633475416 0.387656799750144 0.887178204111858 -0.61395826414719 0.995920475329428 -0.19481364801733
-0.878069214597086 -0.634732356693389 0.0346585242463173 0.919065764041928 0.0733001155088036 0.964382356131035 0.988833518103283 0.0923050473118201 -0.208894896888071
-0.63148110783452 -0.00872070691237847 -0.0492064317245968 0.308092890013165 -0.578145518900257 -0.346102055637942 -0.262729624013106 0.0683951390469963 -0.659402447637791
-0.403841780716191 -0.583080784496334 -0.244160875634601 -0.631816659953652 -0.769156841325522 0.667141051523698 -0.593397188032977 0.992232275441961 0.938121961227411
-0.0670896175454577 0.164345782045792 0.702890550078203 0.872400387317046 0.844741696797622 -0.613026294544494 -0.403452040451941 0.174628402715445 0.462311024687305
0.863530925161774 -0.279492486909601 0.183846205787785 0.633229950620896 -0.765762445675468 -0.872374431472789 -0.19379910001376 0.15555119962535 -0.885838873162348
-0.961306274620971 -0.319231017483657 0.209444634759695 0.0653362341388128 0.941292958003986 -0.323116287416002 0.354383586295363 0.0972529256219665 0.262383131079065
0.679305224993732 0.62164557712877 0.462385915495041 0.766216661842385 0.00834977678049142 0.921667904414547 0.994856928392158 -0.373824213596785 0.314649609976655
0.822963818478812 -0.178201640319959 -0.399384887807278 -0.768874258360463 -0.64299741047331 -0.861410299116849 -0.432157950853515 0.703548465350694 -0.166128266899226
0.259205478085981 -0.10704404808762 0.779404323584555 0.525066938076117 0.751273057863323 -0.795673920611023 -0.159410248925754 -0.0478667194106512 -0.176031046823547
0.0513434776472341 0.324427661504596 -0.592422388073626 0.852104302538404 -0.660819171365713 -0.807374899622001 0.939898107646602 -0.893772766099104 -0.379097096894919
-0.959916160391488 0.395918279478792 0.622970841562168 0.980031966587736 -0.617711459188722 0.729937275318015 0.883220631496515 0.563837968669573 -0.853207731802637
0.110307145546863 -0.732092502417508 0.913635616840846 0.62014901968159 0.643279089221679 -0.371000706888994 0.157775263653603 0.428767886744916 -0.0636611755611375
-0.915199527605954 0.295914733267338 -0.364178225778354 0.732089916672299 -0.565173243903555 -0.92363472042062 0.860771789676251 0.48085122808426 0.74824314347132
0.815223077510535 0.427650589050932 0.201674711166674 -0.829559487937173 0.0277538789361198 0.726537597218994 0.197168696771324 0.881169213182551 0.66322352151671
-0.15189403721002 0.938375859266768 -0.990954321289383 0.2088574255545 0.0823851355423943 -0.907665470967638 0.827621333208453 -0.0382051477811506 0.613842985074088
0.279852935128535 -0.423891868764638 0.766205867207868 0.607756023150093 0.549529216187851 0.227045338379168 0.511658319097219 0.573477994267984 0.128732799051537
