x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18
-0.81764354184363 0.917179745678324 -0.971379976670723 -0.802190339900088 -0.873998132057022 -0.426309843554161 0.270488459801767 0.281821963452268 -0.302765015447978 0.800409885461908 0.254945249943994 0.690970839708578 0.304385186391417 0.789212778701913 -0.261495957625564 0.719550931707025 -0.852865472152829 0.731286654349417
0.14705780464923 -0.415381660838146 -0.827972076981794 -0.148969805567525 0.922357105044182 0.6923505886239 0.790942748505622 0.395267245255876 0.363617365828715 0.639306862894446 -0.739959721058141 -0.53363432171382 -0.641058128411416 -0.847037446835544 -0.15580471239984 -0.532065053555183 0.905572747506201 0.141964081751648
-0.76734571317723 -0.205377914044075 0.780693522906396 -0.481910100100096 -0.259597501651384 0.749180301182438 -0.595879788278602 0.401301299329381 -0.563800516600721 -0.0291102359616198 0.63465140472725 -0.780963278909214 -0.0745931751062162 0.166331242978573 -0.784723184499424 0.521327387518715 0.587922070478089 0.199841487085912
-0.0567902331193909 0.620893097953405 -0.743379342820961 -0.887637120240368 -0.742586117432918 -0.867622382615693 0.0567366285650059 -0.745730503013823 -0.102179685991257 0.176126788387541 0.211058106704615 -0.704449562180322 0.651981449658051 0.1235067201294 -0.207976788163651 -0.569330181570258 -0.533796862030868 -0.856810843210667
-0.84045536187524 0.355804293801077 0.385464699927717 0.932623106996994 0.0629923343709671 -0.228653789297212 0.154034237662796 -0.829267741708551 -0.669608090349939 -0.303577107182238 0.397710580132902 -0.0731127373375929 0.179684188902378 0.314980107309297 0.412588958507404 -0.751212559805717 -0.711325742149726 0.0329643277823926
-0.78188284572307 0.0229993766471743 -0.649084887208883 0.217570874372031 -0.0886867016027681 0.105917875893414 0.739450430504512 0.158736421656795 0.721954595751129 -0.771063058106229 0.535842743329704 -0.668543304152787 -0.962395179437008 0.279639461439103 0.00421635184902702 -0.7767108818735 0.873034936119802 0.401596968827304
-0.336438950657845 0.281044290888589 0.694389780943282 -0.831309239820112 -0.439692582062446 0.462005097656511 -0.283877326126676 -0.184478195273783 0.894981571720447 0.219354932773858 0.000315953503828403 -0.327590711920057 0.190375032388139 0.175159236405976 -0.213392786586192 0.433129541092552 -0.423034792901017 0.876179624336772
0.0732468016389758 -0.73325340142753 -0.103606526618358 0.0892334094699472 0.330863358295523 0.216004496609792 0.979682970166672 -0.179351015230641 -0.784552681771107 -0.750654079391155 0.459988588728011 0.0504943691557274 0.390407675886527 -0.672898988798726 0.917085030898452 0.0720800333730875 0.208949241656344 -0.935169727738481
0.679948456866201 0.267653020223137 -0.175406462247949 -0.066184247512836 0.376467783459462 -0.735695228077006 0.545634718583431 0.0428739520474337 0.553769479484763 -0.633324406889267 0.113668781944085 -0.376016079474706 0.0903322155759669 -0.0872052675327286 0.0647321652281099 0.1671120198383 0.903985120828729 -0.380876694926061
-0.931937386923004 -0.697403550671879 0.079931954822503 0.114457456880249 0.833583980447147 0.107857821735088 0.716535802675411 0.0107297182558104 0.356773884339258 -0.652466048025992 0.106320424478035 0.112744836939499 -0.0112867516558617 0.770454979932867 -0.732693067136686 -0.699708734401036 0.397485991997644 0.956187869608868
0.892048600942362 0.184373903397005 0.206720598408487 -0.0794310136036948 -0.719254646366462 -0.596575339119881 0.91647276213998 -0.866912891873159 -0.75041841244977 0.132775969244074 -0.790268045652192 0.682739017033484 -0.0505435998099856 0.865988165199757 -0.985627431225032 -0.716217042020988 -0.616953793864697 -0.725451988215558
-0.926567197884433 0.01762485661963 0.983323741241358 0.52316519569885 -0.655791684980038 -0.879160406862851 -0.025216012348421 -0.634550762434956 -0.651517601737287 -0.862847859371919 -0.154965093637351 0.755980260830373 -0.111023458373733 -0.069216514132917 -0.413639440742321 -0.515267348161899 0.491979797940701 0.677274356989656
0.999842389287427 -0.901483619912527 -0.916200809597969 0.645882862175815 0.362138331515249 -0.35442070498364 0.693682581082452 0.0884228333462962 0.188648848439567 -0.832017419453245 0.183065136440098 0.139079963466618 -0.67998978712922 -0.528567621742375 0.530760999508668 0.946391297476832 -0.34060641057929 -0.411683540910017
-0.847961667059921 -0.0232153657595627 0.932976443836931 -0.962492026132066 -0.663373663230799 -0.185553256039973 0.963935640034731 0.183241357550025 0.154894551704638 0.376852482016664 -0.543299931647256 0.0913697077678517 -0.208759554786608 -0.607562626940664 0.0823340365132317 0.792375252383295 -0.742696622099727 -0.665800842706114
0.527234790106304 -0.649242748899385 -0.363953378946986 -0.314314829676878 0.466784035903402 -0.621828175319359 -0.931429272423033 0.488396321730223 0.676645084056538 -0.461977702258155 -0.579489530548453 0.968144950309303 -0.466185480786022 0.186873758469708 -0.967459895437583 0.704359523485415 0.507461620357353 -0.406343497566879
0.551741154655814 0.256323258117773 -0.585491342491005 -0.889272165922448 0.120851743531879 0.0831881590764969 -0.35396326842159 -0.977028903566767 -0.534754609120544 0.971842277839314 0.384318854901474 -0.952101472921204 0.22961684358865 0.510333162301686 0.967239117229357 -0.169965224604588 0.375423019561917 0.986633318095002
0.655614909212105 -0.210220686362591 -0.243081350586377 -0.828737774193287 0.553150475769769 0.753658808358014 -0.0525654497728683 0.0258979457854294 -0.629221664870623 -0.164513393475208 -0.959422477207147 0.353155331195798 -0.00240085612237451 0.347363243825268 -0.74497781745391 -0.562495005629491 -0.0844550251089968 0.443854004577733
0.807294651520904 0.302872419418767 -0.00934891348239031 -0.620645922014955 0.0729087247354909 0.15804786131857 -0.378726887533907 -0.65130553513905 -0.913074489463586 -0.268127428469714 0.282593483480625 -0.213628234880045 0.620104597774334 0.777710802021436 -0.572387147989124 -0.990409844395705 -0.875614661405329 -0.538766595041845
0.664668614956085 0.785667712497525 -0.131263902149629 -0.920785717237741 0.921325762511697 -0.35172240099404 -0.199074419220444 -0.841925813499372 -0.871289459325373 -0.0994911905690097 0.322444118858781 -0.082812584551517 -0.942463210153393 0.354777557326015 0.509077427742537 0.0231001538452693 0.203987111557275 -0.684149351392407
0.87204435937386 -0.607582942358218 -0.690107162457425 -0.153621754723601 -0.987598530113231 -0.151639640478883 -0.209209089824464 0.170550927430391 -0.280469689588528 0.688053548876196 0.623476428891998 0.657207636343315 -0.970778084070887 -0.897689160380512 0.532696395505685 -0.78068409398105 0.230530486950651 -0.573847543868702
-0.128005295557436 0.75622247224953 0.770002628112678 0.460298035975546 -0.0707056130496785 0.590070251765195 0.879325972103979 0.424094624682795 0.204944215221331 0.101646615627222 0.401128188617993 0.608716869619209 -0.874688600365072 -0.965336110413075 -0.61274686177168 0.720764284287579 0.185349613501225 -0.0443432532660664
