x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
-0.908122392649064 -0.98554456453491 -0.936575437374413 -0.364061200358206 0.900386116302572 0.845444187019486 0.894345003424678 0.859193346199812 -0.92623908698489 0.157457517963601
0.958052332413616 -0.913242405352416 0.28677987894509 0.640758257701062 0.819098877467215 -0.372061471757246 -0.347186310149962 0.233784459024202 -0.0475705731045455 -0.995728702567751
-0.426044152756222 0.0985701568692456 0.846099133242387 0.697658956650412 -0.651689898114652 -0.869332731690723 -0.820414776292862 -0.630028878519312 0.865614120136714 -0.637549775717081
0.292077176816762 -0.109413475949783 -0.0385345076869708 -0.104057492554421 -0.318939207735471 -0.182844526227796 -0.537293533216231 -0.577789732628502 0.570304461340653 0.846808147216449
-0.883357895220863 0.425230406357674 0.874866343904519 -0.797166915584123 0.485570888715563 -0.394902307497803 0.0767909993648064 0.760195637733908 0.599462305399356 -0.868128947119229
-0.528485741686542 -0.871621096742805 0.0667124180097598 0.70028943661321 -0.781487477686489 0.233087405849481 -0.174626902577234 -0.892828807503218 0.0711555036697538 -0.88643771363399
0.397841385063948 -0.307819621193688 -0.629024187842384 -0.471412479244405 -0.551168849681504 -0.301741814381909 -0.410148567550816 -0.60359544601175 0.516268043027958 0.77498519293475
0.810544403321342 -0.824916373651242 0.385541678599548 0.127687868286623 0.588725248989882 0.109172753961524 0.583376265791478 0.215207005045377 -0.206788120139856 -0.153345298323547
-0.920555427536834 -0.152033487833571 -0.871002440173645 -0.422214552080026 0.348364228409016 -0.232152349989163 0.561838076504413 0.124783700014464 0.700046176099451 -0.0556025059872772
-0.890001497873571 -0.551248399261385 0.55207125706668 0.0856698073386215 0.114555871592835 0.147554758027429 0.657517697927542 0.111037822464481 0.938428408021573 0.399880776754813
-0.66894983959361 -0.587292139002355 -0.46883819930465 -0.130637915787287 0.609866457651602 -0.499303515935084 -0.981436745611718 -0.293854439500952 -0.766518796169898 -0.771708200721536
-0.463375353306998 0.259000547916861 -0.544430107327877 -0.641132592518581 -0.834434003136354 0.463625429166947 -0.404217339508235 0.716585713642882 -0.855268674025079 0.959217924404424
-0.160096441217 -0.460955786946462 0.731466973037459 -0.0100997831295244 -0.139363420373295 -0.27083581437706 0.639015308568254 -0.497499162365217 0.0329096321312246 0.139207636953564
0.677814521781634 -0.396648051318014 0.608419598228997 0.579613943208708 -0.052029138272861 0.165649140443886 0.587404707742389 -0.60668730474147 0.30963759425655 0.716050523170503
-0.965929934831103 -0.00894560172222558 -0.719415791193023 0.407567835506052 -0.892780710270163 0.336609700010624 0.16326468993607 0.536375008037779 -0.0630286314890254 0.902490834413562
0.511880293755094 0.0568276143465192 0.132244976576185 0.41045783426566 -0.223169281870825 0.52592453367007 0.456845165047794 0.583801110250643 -0.71127464852226 0.601399485260714
0.640504833580693 0.966398633988807 -0.334393328486709 -0.227392599872779 0.124805372162955 -0.443769505413482 -0.304648030758835 0.150683041622629 -0.395059661115985 -0.14306246750569
0.133452865418512 -0.958437488430645 -0.311128010322805 0.521668835979886 0.183606124382 -0.446294264954282 -0.45474474906805 0.141457732243929 0.97847477365355 -0.738884764649207
-0.0532928940525744 0.608070428677835 -0.083716539268149 0.505465756091289 0.173275120373583 -0.895473391489359 0.885723116409732 -0.0416310322566423 0.137722720153863 -0.204359284968348
-0.963137298037531 -0.03361287715449 0.55370750812185 0.0665586198512464 0.566822139560245 -0.577732045935234 -0.505693734611617 -0.467624280639691 -0.0480480474552605 -0.931130405795062
-0.000254977217409746 0.0847227282994427 -0.859603345551528 0.182048501952551 0.0683241026175674 -0.408784434705973 0.932085033416981 0.242663934291806 -0.301217465430964 0.904754086375237
-0.923940209249966 0.544143013000954 0.201915084207896 -0.141041982581373 -0.321608885096619 -0.771929293803638 -0.525348492299672 0.973119452449959 -0.808828136348631 -0.979988410301274
0.633797066349769 -0.681586488998029 0.0609228452634998 -0.0417874607299454 0.08340826631221 0.311428282323293 0.465916335563175 -0.866252821271308 -0.254298019564943 0.294727161072893
-0.236315881593386 0.466817424572771 0.322728321033064 0.544165799983311 0.688238883948186 -0.789878438798245 -0.555642531657126 0.896008635510923 -0.670929854661226 0.514120027257828
0.151059313625796 0.557998411767417 -0.827426249596756 0.591975416465197 -0.875907058787998 -0.30785778012895 -0.839563193984562 0.852942937630694 0.838048716839403 0.441073257109616
0.592877128982218 0.460558608076302 -0.31831105443649 -0.512326295220992 -0.825811342166737 -0.979020209797192 -0.604351518813055 0.415588753417134 0.294805540077155 -0.9214728891009
-0.224949852084275 0.761087660742691 0.407427851891378 -0.153197150325868 -0.405545622315025 0.556875636862358 -0.733341126210988 -0.992836741772247 -0.871766545627033 -0.714584694481222
0.508750278559746 0.822089756394504 0.189394456381677 -0.0184695175529923 0.269281363297952 -0.358354080363875 -0.385913355022902 0.218407368503744 0.167006990370108 0.319131946022157
-0.17267978561623 0.0186699163822923 0.541962869328447 -0.965736192254815 0.985748367269524 0.841699485975085 -0.501803356613731 -0.706101265097503 0.296608638535486 0.169413408804918
0.049031100266846 0.342950486464892 -0.831222251430154 0.744199611506192 -0.422689074189635 -0.338400282592047 0.235114895412698 -0.234795736659318 0.99308180748811 -0.464089294644538
-0.0960558627708815 -0.792850995232817 0.876356122940779 0.0111128885098732 -0.161509661331074 0.877227442654315 0.196109735223698 -0.458542310962453 0.721390117143281 -0.723334045397583
