x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20
-0.954197922766441 -0.968137151679955 0.922571769895032 -0.0528602945669554 0.578862420147867 -0.61946234253631 -0.616677895251429 -0.816425531451125 0.697287020368269 -0.395343007748947 -0.689412885349127 0.909070791416103 -0.124871898812824 0.744281940289075 0.998463869293686 0.681375192553038 0.0971201611005235 -0.195291406861972 -0.27607999816048 -0.0219024724256014
-0.0205486400304362 0.317556160519016 -0.0497048706355272 0.929762216106057 0.00201328156096858 -0.775664348362363 -0.249952264359919 -0.790686352194985 -0.444928933939082 0.292824298552703 -0.883773608835181 -0.18707748207089 -0.166061953397118 -0.283602001133957 0.977925944484421 -0.805937269440619 -0.355920834138058 -0.72885857005266 -0.0641188914296217 0.995822512348183
-0.713118837810587 -0.35655655053386 -0.0904282994150417 0.616884018904646 0.181371815936873 -0.944354291085852 0.802930038554943 0.629105517946999 0.99780556507071 0.896403401141986 -0.832077702245559 0.573555689327069 0.576073538795463 0.0155367420921102 -0.420971227249131 -0.620855210318812 0.413934518825845 -0.0901246571022785 0.165170768990181 -0.349752707166481
-0.35395446524804 -0.076863753415877 -0.825752729500993 0.184664559659082 0.92344730206253 -0.509511252370663 -0.412269008074072 -0.184090647009085 -0.276790999319637 -0.208649851561757 -0.096174913000199 -0.630534964398597 -0.0348917693119729 0.725851037362707 -0.725612664992921 -0.862528533618781 0.829890986135811 -0.864361189518007 0.392931551038171 -0.835809373470838
-0.941892473547254 0.82032073388237 -0.659466529950267 0.211482141687302 -0.963090970207471 -0.0921345855679828 0.938912938133231 0.323793754798011 0.0584116947461153 -0.259665401876904 0.610325290657929 0.764282520090463 -0.192020178973675 0.853682643419015 -0.0131256462694146 0.376706851972733 0.561158842369332 -0.443714666688233 -0.933410200786428 0.513516759900726
-0.76428616964235 0.848942008673446 0.313809453510447 0.880486770210438 0.065583212290774 -0.555898555272026 0.0233726071019191 -0.508455303084455 0.970039049019571 -0.567582831263077 0.293407200282556 -0.933740546259913 0.179824275018647 0.367199684623047 0.705837493794504 -0.539584097711137 0.768769859622233 -0.928834182787454 -0.411271023314213 0.491864306517527
-0.301062939467607 0.447586817231495 0.0650423487899825 -0.673863827857538 -0.523856431616237 -0.192293891202891 -0.267014058489003 0.202008120144252 0.495212258558604 0.180624256500974 0.848208961841883 0.14319657462812 -0.242289956885041 0.901408264098922 0.185354707698803 0.964245026877266 -0.408517462220974 0.615529660479515 0.355471673097578 -0.81928030326555
-0.0945121345932129 -0.519328733914997 0.40868750975444 -0.910176647011191 0.0569798140678321 0.138965047759935 0.389255299036158 0.762169646920054 0.752220230966457 -0.382259137026849 0.130617378675961 -0.300480553566013 0.836307961276965 -0.200519494828302 -0.856882740904228 0.161543176748906 -0.258893079485162 -0.473821178537211 -0.489777545928722 -0.773905441883369
-0.960274854893796 -0.0626821890542051 0.302790238391841 -0.768759926839499 0.887482614710229 0.734872265607351 -0.361395394419204 0.445349215149647 -0.954206334379967 0.685852277035476 -0.210933644420351 0.470539744966198 0.0300550099544925 -0.257436573476298 -0.789170839390834 -0.880404469141038 -0.336513350652764 -0.672847808598075 -0.523914641705225 -0.34322584020067
0.00706669959856665 0.101479638630059 0.616648126304033 -0.461516226135078 -0.0671288366477238 -0.0301183521019993 -0.0139644790689927 0.753258700838312 0.345060512184282 -0.577212037452147 -0.890606223848416 0.516816113532055 -0.910575928616454 -0.421780222985893 0.674198157885112 0.500112952725613 0.826777859186288 -0.125295452282764 0.214221989254817 0.0489938893968938
-0.945204829980619 -0.466751991676167 -0.257482845382299 -0.587393736648955 -0.214917609752971 -0.630097885152791 0.527631668791291 -0.22716674490273 -0.700633289505145 -0.670581962345866 -0.155742434451589 -0.602435835661949 -0.999733442572993 -0.751161966117681 0.605900395664619 -0.852687881562975 0.420716354638687 0.0392570737329079 -0.322027845748351 0.260939399129595
-0.834400755223236 -0.81492924069427 0.349253026262391 0.0538901958649511 -0.200284597813617 0.769356069934554 0.0858642197597073 -0.898052683591726 0.702968058269354 0.614881891749217 -0.0666506562387803 0.328280102486838 0.78833566927386 0.974712598304264 0.241547421468073 0.248508189279237 0.0542321753966388 0.0713308177187573 0.32191179000109 -0.718602638867451
