x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12
-0.81686278326204 0.916435761161148 -0.971796969067305 -0.802603795491625 -0.873614548418671 -0.426274138362147 0.271468895643949 0.281347444182262 -0.303084124581888 0.801016969617456 0.254797702642158 0.691146911773831
0.146472305812873 -0.415810595736839 -0.827956630833913 -0.148931404587813 0.923303177278955 0.692465244512074 0.790016757193487 0.395225809300784 0.363712021126878 0.638812847028486 -0.738866051712539 -0.533864600885659
-0.766922129052225 -0.205049347507302 0.780635336330161 -0.48119674101891 -0.259967126564123 0.748091027273331 -0.594630586437415 0.401009754916187 -0.562759387906175 -0.028489725093823 0.634695691130124 -0.781853187881876
-0.05678143865522 0.620902151964605 -0.742418607708532 -0.886331261642277 -0.742634673013818 -0.867636776221916 0.0574870784794912 -0.744682333232835 -0.102624083240051 0.176894248765893 0.210533218045719 -0.705024815565906
-0.840052873189095 0.354513190340251 0.38542368145613 0.933540573474485 0.0632943019201049 -0.228721671785228 0.154740291711874 -0.829742948372848 -0.669912986814044 -0.303356917646248 0.396810584885068 -0.0733329547070898
-0.781363389142323 0.0238185667619109 -0.649956193875521 0.216150695931632 -0.08842771100346 0.104469958400354 0.738942408513743 0.158380802854896 0.721828621710185 -0.770264529933222 0.534884382155258 -0.668024877924472
-0.336131037851796 0.281181890055537 0.694246060185134 -0.830796792590059 -0.439726694678888 0.462167382943444 -0.283254545626231 -0.185751688650344 0.895732318349648 0.219862690502778 0.000133195801638175 -0.326296028283425
0.0739225063910707 -0.732157044433989 -0.10256823304994 0.088347163955681 0.331427240471356 0.217618279083166 0.978414548461791 -0.178299713832326 -0.784863664409611 -0.750524221105501 0.458469767597038 0.0502151175397447
0.678847382603679 0.266798495530616 -0.175252549598459 -0.0662725774417632 0.377605905092321 -0.73421972234128 0.544693317827303 0.0435886092106812 0.5525344890384 -0.63372657898115 0.112988499268424 -0.376570039436687
-0.930545682759956 -0.69707780482946 0.0796035128179937 0.114482212029863 0.833483483922202 0.107305601411033 0.717807793092448 0.0117264317963273 0.357585542724468 -0.653423069573007 0.106093030788936 0.112915175017901
0.89384525446035 0.184158575351816 0.207674330300651 -0.0790563601022586 -0.719392936068121 -0.597096036765724 0.917818012639414 -0.867578324776143 -0.751891127042472 0.132968288968317 -0.790974996273406 0.682150233933702
-0.926093949276023 0.0170025573717429 0.983482221717015 0.523492662932258 -0.654605245397426 -0.878539044524543 -0.0259428428136743 -0.635446928354912 -0.651795472054277 -0.862790917479433 -0.155615574178752 0.754348411721177
0.998568246956449 -0.901076567424927 -0.916098364165518 0.645999409541022 0.362887939587701 -0.35423547239136 0.692498688831925 0.0894073602855205 0.188893118974287 -0.832164871357847 0.183791235393844 0.138249891303945
-0.846699012629222 -0.0233365076240152 0.932714241276495 -0.96380752441287 -0.66397218166152 -0.184903706809506 0.96352057813108 0.182483578145504 0.154724249179009 0.377657520712819 -0.542803543237038 0.0901380773410201
0.526892286870163 -0.648956023118924 -0.363176191286184 -0.315463524174877 0.467347135073971 -0.620114719625562 -0.93080721531203 0.489613985116593 0.677012484211475 -0.460855982776731 -0.578074597364757 0.968002798067406
0.550327964912169 0.257913273573387 -0.584619190140627 -0.889441650638823 0.121285442421678 0.0835069665703922 -0.353495775598567 -0.976416639893781 -0.535899750338402 0.970634958876762 0.385329979386646 -0.95305536123272
0.655492348589003 -0.210138061130419 -0.242468844132964 -0.828567609839141 0.553187981961761 0.753994985558558 -0.0527122554983944 0.0245649250266142 -0.62902815707447 -0.165429538855329 -0.959232902132906 0.352615253537428
0.807539793667849 0.303025093284901 -0.00866847978811713 -0.621008286783937 0.0739571913680992 0.158293221298605 -0.379199777042028 -0.65096127202129 -0.91378945719311 -0.269776682640426 0.282634331761859 -0.212355571076274
0.665227938792203 0.785083752061706 -0.130455320426263 -0.921712511211634 0.92108322618017 -0.350034628461115 -0.198683929625899 -0.840228261965327 -0.870763047320303 -0.0981595589169301 0.323616812827997 -0.0825268445136026
0.87394272427354 -0.606437926766928 -0.690229736971669 -0.152713232242037 -0.986618017686997 -0.150929385540541 -0.208742924792226 0.171959221271332 -0.281700202460866 0.688872715600766 0.623470042078756 0.657130624319427
-0.129835164967459 0.756658197851852 0.770619300123304 0.460758734893054 -0.0700389585648663 0.590967222162057 0.878616304892581 0.425646959760692 0.205397579609417 0.101440096579958 0.401413485101424 0.609870272748638
0.152647728689015 0.308859873679932 -0.453472201806959 0.744127009378746 0.603625747166108 0.981074479392264 -0.0840635989932343 0.618943267087918 0.983141106064897 0.170768952073995 -0.781608669739682 0.175747143457644
-0.533001971058082 0.590362387322821 -0.497971224298701 -0.880720662134234 0.0664628058648669 0.0284329240745864 0.167751038275659 -0.894061146956403 -0.171855077725369 0.441325026983395 0.179063073173165 -0.799279300404713
-0.424036084244959 0.194660737289116 0.894272637699265 -0.326807881749235 0.010534497705754 -0.0564654501276091 0.222893024868332 0.729418885818683 -0.782259959315881 -0.602980371740647 -0.749377866567578 0.29552014008956
0.744334795116447 0.337681376976892 0.0967877512201667 -0.444068577712402 -0.421428726672661 0.770126468895469 0.927263814804144 -0.213024724390358 0.184893364881165 -0.522412096820772 0.346814727126155 0.0221595470528118
0.586235134103335 -0.989548216554802 -0.334083442756441 0.0871832302506081 -0.949648962610401 0.477261435824446 0.0980684968712739 0.902351394904312 -0.983414199925494 0.0970658179931343 -0.655695820319001 0.984317996907048
-0.490187866310589 -0.0859192672665231 0.0429138304633088 0.184679892121349 0.0864208881077357 -0.339374583910219 -0.992774570681155 -0.803113574233372 0.735293500610162 -0.405709055733867 0.839691271538846 -0.0150802982691676
-0.199443799016532 -0.739614352760371 0.252224242611788 0.545620191816706 0.87367449100595 -0.968561523566954 0.261042041291483 -0.290532031432725 0.662748971291818 0.885202066106256 -0.496749472231139 0.288139156224206
0.154962950633839 0.2860645625256 -0.821372164609842 0.0946854377528652 0.302604460103903 -0.536603560879361 0.826839332517237 0.00295029907114808 -0.627276411424391 -0.347797088875435 0.285107089262921 0.522467251864262
0.925691595347133 -0.706360221419018 -0.241647646977101 0.913146696493961 -0.618275404678658 0.665854335512966 -0.514646369902417 -0.455008050778881 -0.121616171066184 0.337214149642736 -0.487268844678998 -0.122218824538402
0.637729262846056 -0.828899269494694 0.477832317438908 0.340905463649426 -0.188774914873298 -0.981277493356727 0.250851165682077 -0.773032892404124 -0.705935934865382 -0.130598942348268 -0.0419330151751638 0.482624772349372
-0.684547824479174 0.00572008125204593 -0.418786369007081 -0.533849947702605 -0.984357267257292 -0.298902013970539 -0.114122682804242 0.167666777204257 0.851743538945913 -0.147389140478801 0.64067319175601 0.417986487169284
-0.42033757141605 0.395130826983601 -0.27339823993668 0.907670285950881 0.857576643899549 -0.474246839911677 -0.498150082997512 -0.809781150894705 -0.832955731043126 -0.43986296478333 -0.478402627058327 0.300028141923249
0.962346714215353 -0.431913586337119 -0.464992012147326 0.920761847667862 0.896386683520395 -0.973765239956789 -0.230871227590367 0.575815646873787 -0.911452914581634 0.542595303312875 0.828725966314785 -0.34624089809414
0.0526323270872235 0.868709455511067 0.18675462496141 0.737505028929561 0.530436361980159 -0.275179563439917 -0.667490444470663 -0.496269233863801 0.270796845063102 0.225703746086918 -0.484243058561813 0.660721951588988
-0.40020536304405 -0.562344006598461 -0.301023887170944 -0.852988452000078 -0.520531166236848 0.769071115324739 0.355747242920101 0.614917836487759 -0.919546473054681 0.238437361233868 -0.675211014118977 -0.22721796096256
-0.000644761328585486 0.79990339845093 0.239477543994784 0.821570469895378 -0.869188752295449 -0.958390822578687 -0.396790277476888 0.480198376765475 -0.118934703005478 0.364127806128468 0.500640006240457 -0.274026673757937
0.802027103649918 0.740508297437336 0.55747519954294 -0.602169176292606 -0.610490602907725 -0.832507102700416 0.341600849521346 -0.90260880123591 -0.325174852039199 0.0369871097542345 -0.836083251937292 -0.716949803849217
0.711601998330559 -0.537798655464314 0.925786411898211 -0.782452805002686 -0.478955453768838 -0.323867078833282 -0.359996719358489 0.603330065645278 -0.274316087500658 -0.738324258103035 0.982492982355412 -0.640780741170049
-0.915678631912917 -0.883611075976398 0.194673608472105 -0.325532832974568 -0.234071476916783 -0.722135298457928 0.162026107922662 0.223723055829294 -0.245461700139102 0.596708847196307 0.677787587690167 0.0692102763196454
0.126654445080552 -0.559808049906977 0.605776672689244 -0.510961412113626 0.0697835147981531 -0.731591730054468 0.615950176054612 -0.512037436245009 0.595615025727078 0.427454931705724 -0.519911594478413 -0.969648086348548
-0.891954259637743 -0.816709717050195 -0.505975118699949 0.011938905000221 0.248232797458302 0.0230352512779646 -0.533968977697194 0.343864716964774 0.0207131821080111 0.150416003372055 -0.645798758139368 0.024276226082351
-0.311952551270835 -0.879221478685737 0.906215839709621 -0.860220213396475 -0.115411418104544 0.177981976938434 0.2388264490203 -0.677168649455067 -0.935806091087405 -0.314831685524899 0.191852861483116 -0.466822900054045
-0.309155979506206 -0.0273825078732334 -0.730372786261607 -0.5770404577218 -0.32848953073658 -0.524077207749244 -0.344374897219241 0.100310474748723 -0.155085570185445 -0.817776910245419 0.879008352458477 0.30298663551081
-0.859768651030958 -0.957230293750763 0.519535924334079 -0.0731471669832244 -0.991751016277354 0.432131578774192 -0.0325919201150536 -0.387603257928509 0.198760814535897 0.240872017310467 0.858091024200898 -0.495641616854351
0.388584738246631 -0.670196984197013 0.597350721505471 -0.900960285369772 0.150515992978588 -0.819975548261311 0.349544875052292 0.581687076632865 -0.233677889331244 0.335934559078887 0.548938904089853 0.871074481717776
0.646096499492414 -0.856961167915724 0.852515775379725 -0.597378656086978 0.736388576937839 -0.941550145758316 -0.467434682100546 0.721607513300143 -0.187201671853662 -0.936782340348698 0.315239175454248 0.769361258890014
0.648537535093259 -0.489233804352581 0.299512746633031 0.669219257418066 0.750365363251418 0.322627829340752 0.775352866924834 -0.321351833813358 -0.579397176464554 0.850319889809005 -0.980058046815917 0.626632269883528
0.124939694080502 0.483413141334429 -0.0884739783634432 0.89543653051462 -0.154401009175926 0.800901350831613 0.214617243282497 0.855821464401204 0.555434372302145 0.439911709378473 -0.597620361646637 -0.207477536438033
-0.542256283276249 -0.935992942141369 -0.930386467783246 -0.190970589164179 -0.435038510711398 -0.794698652538471 -0.0952504964102991 0.550017659769859 0.092141811337322 0.42527268071007 0.405241681309417 0.842839041606989
