x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13
-0.816212408253923 0.916961267604958 -0.971679660475347 -0.802187879513949 -0.872503906588536 -0.427306322635617 0.270899303729646 0.280728846361861 -0.303217115862761 0.800099776796531 0.254384523975663 0.690907184190583 0.30430023014266
0.146200485092122 -0.415244676351082 -0.826708945204038 -0.149358919661492 0.92204802690912 0.693387312136125 0.791022824531421 0.395595122056082 0.363660522711929 0.638938218581956 -0.739589610017836 -0.532034644026775 -0.64005824332498
-0.767479324174114 -0.204914125001524 0.780376123964787 -0.48017691557575 -0.258839231663849 0.748058096273337 -0.594315008528065 0.400085106447805 -0.563610707527026 -0.0281718034921214 0.635449741464108 -0.781734348948579 -0.0746845925487578
-0.0562127237333916 0.620465299611911 -0.743645655869506 -0.88633603888331 -0.74217774071591 -0.867470421518665 0.0566764718187041 -0.745117051160429 -0.103806617923081 0.177249473850243 0.210359254455194 -0.704052799944766 0.650046123821754
-0.841843882334419 0.355054877519608 0.38425601425441 0.932760271009989 0.0621181121962144 -0.229617428596597 0.154327329939697 -0.828683262078557 -0.669092435738537 -0.303863709586673 0.396387844753917 -0.0732124483818188 0.17844861525856
-0.78005191088561 0.0238427060120738 -0.648419782623649 0.216758911033161 -0.0885397695600987 0.105124349144287 0.739280413634144 0.159300841043703 0.7204925090014 -0.771891746907029 0.534137866664678 -0.669995288186707 -0.963436213116627
-0.336457481445279 0.281030423026532 0.694087382344529 -0.830992476514541 -0.438550316021778 0.462536006349139 -0.282825583003927 -0.185749626324046 0.895046303065959 0.21819983599009 0.000891077434178378 -0.327926120737102 0.191836953011341
0.0723959621489048 -0.733213006008882 -0.103460603145417 0.0893211165796965 0.330497069451027 0.21692596779624 0.979646881786641 -0.178556414813735 -0.784706069394946 -0.751275113495532 0.458312196947634 0.0504988830992952 0.391913988864049
0.679886539771221 0.266417975023854 -0.174504025228787 -0.0676992139969952 0.376176229836419 -0.734820766256656 0.544295714804437 0.0435274893199094 0.553055555918254 -0.633221184762195 0.11241841477342 -0.376300793359522 0.0907790278904139
-0.931199955673423 -0.696236431143247 0.0786693699466996 0.114664051737171 0.833951822395902 0.106794907698408 0.716933883997146 0.0111464252518489 0.357166900038719 -0.653839385034982 0.106643592828419 0.112522292464972 -0.0113043835009449
0.893328071732074 0.184479481481481 0.206648451847024 -0.078744551898446 -0.71937271457212 -0.596387526785489 0.916442102112807 -0.867917724553496 -0.751694667501375 0.132445079381578 -0.790875636059325 0.682485909682699 -0.0508547896877862
-0.927511605265085 0.017291172279045 0.982421678538434 0.523623256791383 -0.654699055202771 -0.87934681611415 -0.0245901264841668 -0.635949154257774 -0.65113944855053 -0.8625755048953 -0.154371042572428 0.755119821335189 -0.111053832803387
0.99878433239134 -0.90109146397002 -0.916314673218876 0.645160110888071 0.362167044702452 -0.35409720126912 0.693192686202936 0.0880201965519227 0.189340663308743 -0.833893898118753 0.183837505858857 0.138507542768959 -0.678014082102571
-0.846460903855972 -0.0221825750027783 0.932943804514129 -0.962973123611417 -0.663136151473504 -0.184561373206321 0.962668803305831 0.183922415463254 0.155248822968919 0.376598530472256 -0.542290657065343 0.0907799119036645 -0.209170487967785
0.526199713722337 -0.648754984267987 -0.363778233329765 -0.315464506828226 0.466424596244935 -0.620549422028475 -0.931848225608002 0.489877852255013 0.677153109491337 -0.461069568640087 -0.578143646839075 0.968329597387463 -0.467749329493847
0.551546095974278 0.256032285229303 -0.585779432681855 -0.8887030736343 0.120206394034438 0.0823515357812867 -0.353495510458015 -0.977825542443432 -0.534915013932157 0.970859090477694 0.384789813150652 -0.952379911501892 0.228086648409255
0.6542295515812 -0.211484651530627 -0.243329711305909 -0.828451399544254 0.553176803272218 0.753603943184018 -0.0527666953010485 0.0253627057522536 -0.629542971916962 -0.164709034150001 -0.959259222016204 0.353216333625372 -0.00260959119210025
0.806727654530667 0.303583279842977 -0.00842326558660711 -0.621529394378886 0.0734348025717773 0.158380505193491 -0.378478482042439 -0.651259714975488 -0.91349628782412 -0.26959458349878 0.282997996275779 -0.212032557182945 0.620067816790193
0.665997777153272 0.78403206499014 -0.131074183487333 -0.921095869622193 0.920176863361616 -0.351616032996681 -0.198371430203319 -0.841495316884946 -0.871348720300011 -0.0992448028651998 0.322378736464772 -0.0825280939941294 -0.943708399719093
0.873328750190791 -0.606441494319122 -0.690241049873177 -0.153816099873744 -0.987912633835804 -0.15192038033437 -0.208644678113051 0.170649296626449 -0.280315519660246 0.689048857032787 0.62373615128547 0.65755924626207 -0.970280317621771
-0.128128699605353 0.75668266434595 0.771133103486151 0.461281860637013 -0.0718318542046472 0.591119251784403 0.879296004679054 0.425914028890431 0.205709147742484 0.101582452365197 0.400432089935522 0.608394499950111 -0.875622416546103
0.153269538120367 0.30898537519807 -0.453625300282147 0.745876349881291 0.603423100175802 0.981332384907175 -0.0843625773130916 0.619515357432421 0.982332695696037 0.17017124675354 -0.7813622980332 0.175759434076026 -0.0145617385283112
-0.533635537184309 0.591168195330538 -0.497139265387785 -0.881720867861528 0.0665115434890613 0.0282044039866887 0.166678264380898 -0.894825088451151 -0.171585316406563 0.441230660520028 0.179615815095138 -0.79898133818619 0.00870540112769236
-0.424073924417607 0.194293408447877 0.895992818045896 -0.326004488023464 0.0119798556161113 -0.0566442233789712 0.222083330735564 0.72930245500803 -0.78268333614571 -0.603877933052834 -0.749197345637251 0.295503160384484 0.573049548621755
0.745607353164349 0.336990812701639 0.0970198012236505 -0.444527765135746 -0.42192691635713 0.771697761314921 0.927737567962613 -0.212753658836707 0.185961474488955 -0.522310182347894 0.346945617916994 0.0232286381558515 -0.723338688367978
0.587489115484525 -0.988972859777045 -0.335082209262066 0.0879146402091719 -0.948803122625686 0.476354304455221 0.0989024079409428 0.903599230832886 -0.982832286912017 0.0960734352245927 -0.654849668783601 0.984352178269066 0.701405373755377
-0.491920619347598 -0.0848787501892075 0.0431748152081854 0.184441036191303 0.0863352643796242 -0.338631904992275 -0.993705289022066 -0.803509830491617 0.734369030344766 -0.404045055355877 0.838588045835961 -0.015797329989262 0.906862167407759
-0.198055455367547 -0.738098335379269 0.253146336497273 0.545792515687644 0.87284939395031 -0.969298982468899 0.260141664971132 -0.290472957693506 0.66249801125098 0.885088650975842 -0.497197245195508 0.28867533582123 -0.263590877461247
0.155353177534882 0.286934137135278 -0.820902130455244 0.0947751212758012 0.303515184144489 -0.53788765206933 0.826747366316616 0.00373374211741617 -0.627327384245116 -0.346819401350338 0.284626380394213 0.522173850111198 -0.324510716547724
0.925874276446178 -0.706662436343729 -0.240919229889754 0.913569577037357 -0.619510921033565 0.664540558071807 -0.515528123183176 -0.455350054018665 -0.120941745929886 0.336221801622305 -0.486783286539838 -0.123858983781189 -0.259927806769498
0.637457704459783 -0.829721208593808 0.476150462787598 0.340116534854285 -0.1893169536395 -0.980612295995001 0.251026836929377 -0.772547739713453 -0.705741986372042 -0.130027607014403 -0.040045589840971 0.483464377858676 -0.38687654033117
-0.684967109649908 0.00516363013535748 -0.41853013132466 -0.532700111629907 -0.984778231217992 -0.299152936398517 -0.115297591429669 0.166114461597987 0.851265674972907 -0.146840409982018 0.641517090370879 0.416146561093628 0.562127413980663
-0.420606761121657 0.394394114555325 -0.273085351699498 0.906718129874207 0.857258025487419 -0.475082769418135 -0.499640323683154 -0.808344425786287 -0.832937212370802 -0.439393607429229 -0.479316453000065 0.300303117999341 0.27135681363102
0.962774586504325 -0.431181301069912 -0.464681761279237 0.921000995404553 0.896201888596173 -0.973366762157064 -0.231680627263617 0.57419164527161 -0.911195510749239 0.542994694198947 0.828229575296864 -0.347007971468847 -0.372481149584521
0.0530061395810917 0.869806019017473 0.186251756919082 0.736975842748769 0.531672440676018 -0.274244151136372 -0.666538078657817 -0.496378655145876 0.270810071515385 0.224670413280837 -0.484541842185892 0.661308052844368 -0.205850703225471
-0.401759075812064 -0.56397807034757 -0.300132550388109 -0.852759851996787 -0.520586360925809 0.769887471824419 0.355798648818862 0.614554468384478 -0.919235825965181 0.239071448659524 -0.675973584517371 -0.226512908589561 -0.887070840028115
-0.0003359477315098 0.799360545304138 0.238144590097945 0.821538709668443 -0.868998160534538 -0.959826468356419 -0.397695012199227 0.481952996338252 -0.11919542251993 0.36587124343589 0.500472941241227 -0.275703309705481 0.666855686560273
0.802999465849251 0.740760673413053 0.556673750935588 -0.603779582321178 -0.610084837236907 -0.833294427121058 0.341746263996698 -0.902380707369186 -0.325672052806709 0.0368146615638398 -0.836241575606167 -0.717752939144615 -0.0186728716460056
0.711021735105664 -0.53711766369408 0.92413615542464 -0.782585033938289 -0.479594411382917 -0.322549254833721 -0.359186688646209 0.603805469774641 -0.275639192193281 -0.73988015946513 0.982759719979018 -0.640987712421454 0.0777584420503117
-0.915275196314789 -0.883938743091654 0.194275010167155 -0.325942808103748 -0.234637961098924 -0.722988732060883 0.16307096316386 0.222699671294075 -0.244646590718534 0.596865407394245 0.67774914776301 0.0693663834193721 -0.940225093276706
0.127704754644073 -0.5584924886995 0.604742340346333 -0.510566707996652 0.0696645440692083 -0.731746636971831 0.615904731547926 -0.513560376006179 0.594278208266944 0.426423801159486 -0.518270425892435 -0.968594197134022 0.919914700109512
