x1 x2 x3 x4 x5 x6
-0.847621883849691 0.264651595283067 0.163993763452163 -0.226738799929541 -0.189500721643756 0.059320387011782
-0.0445837239696023 -0.845040410177705 -0.182603823786679 0.283676830820817 0.744722979913155 0.493236677955138
-0.805052020696458 -0.671013191137851 0.709743107817679 -0.119447450243169 -0.730802963236735 -0.662780581523742
-0.214808796450185 0.0169149721227586 -0.511969302680033 0.552220083890716 0.791546872785936 -0.1194161955923
-0.867622065169271 0.357335841099654 -0.254292352273284 0.425491804091337 -0.555178132686221 0.879436070646625
-0.81737730688299 -0.203443832679186 -0.918352621354861 0.133521155299774 -0.0242009305527123 -0.0372115817083977
-0.448244840080927 0.477400469895608 -0.978575062975676 0.776077606061008 0.254402141110816 0.808590032610033
-0.106008054855823 -0.481598571077532 0.431840996026294 0.814451049213919 0.553016027597866 0.448730667867542
0.399538811940001 -0.265423414567874 -0.767321655616397 -0.0999472801821927 0.348233035152079 -0.402094858657413
-0.943093819831653 0.547306811520442 -0.66069679040617 -0.388347137204061 -0.445997156321149 0.648658359695303
0.889494765462587 0.626554875302827 -0.0138816005604652 -0.0452454895654227 -0.805911026957911 0.287121804820296
0.576778478708972 -0.277611800957238 0.0941980388853698 0.802132379749479 0.256550996295021 0.777574785085162
-0.939958778525082 0.402604932975955 -0.0561748387323071 -0.986397650941896 -0.330512595267889 0.971166145443373
0.665228547075142 -0.345180279831402 0.140254066056029 -0.0517979727988132 -0.566407066020959 0.430225635901637
-0.872971798366246 -0.485878116422876 0.907734021583262 0.888808584337433 -0.128371374551983 0.597545382280368
0.272850313772603 -0.519085604734719 0.777015763313587 0.600337249187287 0.012147929004471 -0.187538055000671
0.918564712030735 0.864754623080759 0.928726376526756 -0.730941711485308 -0.351259515474473 0.41058017061674
0.29320207717518 -0.285469830811489 0.767898710626954 -0.629037843010156 0.235071570064174 0.636117839820605
0.379659419069067 -0.675400845562884 0.0314997728370752 0.960630300667447 0.794014206174373 -0.942727461342389
0.749854832288887 -0.248100630201322 0.571055896989225 0.560263895200333 0.299566066792468 0.686330486848407
0.50562337559221 0.153992163133807 0.0932084899605252 -0.322523187266973 -0.125797622492925 0.957220008765968
0.958989483856906 0.130499047041327 -0.840533895228291 0.441263653113662 0.0407598710226982 -0.461034607849627
0.387331583610503 -0.243023188283745 0.142943514784177 0.555325918766127 0.659033927191437 0.799405691015612
