x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11
-0.916991010097871 0.693842246958097 -0.194153446589639 -0.967452238428787 0.000178404333577964 -0.231200068400834 -0.368189944512295 -0.582329693263693 0.415703492420514 -0.126101242209023 -0.747859508807729
0.78040748672835 0.973226155620068 0.315203349922403 -0.0545311996660365 -0.0730812964510088 0.502405275401278 0.848408841563346 -0.671934861269229 -0.632715871991293 -0.410006348113741 0.819420169597619
-0.479050065324515 0.753592695465989 -0.489229996612041 -0.00232059776380833 0.661418376976243 0.0725668145913039 0.0635915163597516 -0.387549331105018 -0.306863421752245 -0.716679932160134 0.33632053183815
0.174928008471616 -0.183632648861755 0.340869864050341 -0.73165784738598 0.209432880094656 0.329861638909841 0.111631503115535 0.411672669073186 -0.517212581866082 0.0730435596850956 0.836264401462183
-0.894177141113376 -0.37251897505421 0.638596204270778 0.58951531021496 0.834499481945637 -0.787656802052674 -0.175371117594186 0.973385193424553 -0.533205833516761 0.831881332259244 0.398562471840361
-0.571247000141408 0.114502195930532 -0.394235144523184 0.892322974851651 0.64112434927734 0.887742874609857 0.0879977555215274 0.999347272864543 0.97696240945317 -0.0108631284589964 0.721642675852318
0.270476408377713 -0.551874766207766 -0.104311103661418 0.000717879695055768 -0.377224606192374 0.659191384716383 0.832252563034311 0.519283162615347 -0.758790873484898 -0.957736005947121 0.622264718493574
0.646144049374429 -0.411272485341496 0.0475940585312096 0.471497215672438 0.726099804208445 -0.900569943936372 0.749150628439489 0.92441427414496 0.133284672711849 0.650899648794862 -0.647132366722111
-0.927988554595716 0.891241453966676 0.935041451427916 0.680822951937814 0.789009468053806 -0.866271725129548 0.73806785632327 0.26650630348489 -0.908361370172775 0.945371695495295 0.829170765590388
0.83126286307498 -0.774143790245183 -0.880879520099949 -0.520707828424532 -0.283259449211711 0.444556765429125 0.369399745739488 -0.242717519526539 0.222591611369809 -0.145574291019531 -0.374182980874426
-0.900049740497912 -0.806410908413289 0.979407609050712 -0.558995853570417 0.545475039354272 -0.578336664627899 -0.65098373105432 -0.323581249172672 0.635598959666465 0.295739410754759 0.0168722523939373
-0.698761884935243 -0.0365021296905946 -0.949893274358474 -0.755044382765508 -0.501387619621713 -0.849142646985975 -0.671494368776171 0.483808096001052 -0.428244403467556 0.380094025055031 -0.838951547508424
-0.512047461371615 -0.690968340015124 0.210166908193761 0.423120740949684 -0.713865217530719 -0.693924136035652 0.184025656331796 -0.711866650239522 -0.692138071422761 0.907462005844678 0.175469253252641
-0.236974910608154 -0.633011083924423 0.780250194253485 -0.646192831044847 -0.263816068705214 -0.52264389176853 0.0850714866429652 -0.87579849937592 0.399293010314842 0.374276199699591 0.908892290430059
0.525169291442303 -0.280461789128921 0.098432532639285 -0.109851302254987 0.754062876322476 -0.0739242986983366 -0.583847331754355 0.73551183454396 0.923857496441342 0.393395151907197 0.094519505146256
-0.968847626562188 0.764296071066055 -0.334125123610508 -0.265675780692519 -0.944933641664472 0.45018108581849 0.773621758923612 -0.833615056347652 -0.656287837936331 0.850505030582955 -0.518178229044107
0.896923593250738 -0.22092452886599 -0.758317274640484 -0.263430049842097 -0.865726752460469 -0.716496107715436 -0.600443278894844 0.396928893109064 0.819397551071491 -0.514773719973058 -0.696072676633485
0.373880186040293 0.606102490679742 -0.737769036323298 -0.843445007335183 -0.704715769616252 0.966884189027319 0.764692256583155 -0.191940386443484 0.141873813692523 0.93197429177182 -0.379024142909118
0.491485295142894 0.793306660972409 -0.53012769774936 0.370066359997727 -0.651792051080106 0.541451617227232 -0.648064179865389 0.095391551409848 -0.39821859119206 -0.855259474914479 0.0990472224532541
0.935420955292753 0.280647502591707 0.0482538438929161 -0.162305979272562 -0.660523317255799 -0.493698321703864 0.59908978265816 0.579614381368314 0.0872539699331603 -0.477830618718978 0.72671001438115
