x1 x2 x3 x4 x5 x6 x7 x8
-0.885131004468713 -0.551661286247254 0.0794215858253302 -0.391874830206216 -0.705658786123095 -0.563876050236286 -0.624234985553776 -0.192797708175785
-0.28268791351351 -0.736459102439985 0.462520405419345 0.308714635761571 0.550068960101926 -0.147961860487412 -0.725277194748924 0.816172207781929
0.616205509915308 -0.482168378010392 0.160569173379044 -0.797886449270882 0.621629760166397 0.856718788914441 0.284358160613629 0.224525653973978
-0.854707456861506 -0.903747004030447 0.664001247389242 0.342790864471171 -0.381116614050989 -0.727137236579147 -0.336653438360954 0.578190621426911
-0.410564649851585 -0.392444909143378 0.568944991280732 0.752974429997266 0.625538168067869 -0.439446959475754 0.522101086986368 -0.958651378349459
0.746507050079817 0.872610924420296 -0.718585243626148 -0.666704507991089 -0.839308027215593 0.98605921040813 0.257118096210179 0.736847039883723
-0.901032532457029 0.613712236499123 0.350036801955139 -0.268160826124658 -0.0903935559789534 0.685191277692793 0.372873362189857 -0.671182046689501
-0.862555876729894 -0.949505524122505 0.83192998919927 -0.0595623365649953 -0.777680591048556 0.393454828436079 0.887070219645102 -0.828805589029216
-0.585665787136531 -0.339147938658134 -0.925158339582849 0.164158080630295 -0.142822297844104 -0.792854763484793 0.459350501470035 -0.592789726778574
-0.328899661205069 0.365068770850194 0.861162807666115 0.947981583198707 -0.412976011076244 0.0755238129594362 0.934785118814616 0.0227682402587379
0.0489906955615151 -0.28049548629584 0.17598353326146 0.010461183738953 -0.263002747352584 0.184060511004645 0.126140323482396 0.74406174450356
-0.956824573919002 0.559305358607671 -0.0418696945370175 -0.584265113943839 0.473872059731511 -0.86548146902991 -0.987762253799301 -0.860757314763905
0.889624693568039 0.0606470826058649 0.2156672947685 -0.85424527037947 0.259487551210332 -0.0299214759381721 0.411783357377572 0.869492995977926
0.416876391710248 0.0160799045400928 0.852266637630237 -0.057589821977017 0.263532601412153 0.406231954157993 0.956500412705354 -0.554836767416855
0.182656551062537 0.17419744890678 -0.489117454556399 -0.497537338990369 -0.534846073047374 0.478853182659077 0.195600470334466 0.681490143434494
-0.954201571520534 -0.957938291138853 -0.569138320542115 -0.674310732081649 0.402039601409633 0.467324659491424 0.191914403635601 0.617982741379528
0.24962169565697 0.253873674592178 0.21109496540128 -0.346439204174967 0.381931867551175 0.958310653649969 -0.369162549566245 -0.198619854868739
-0.90426380537072 0.739499165992311 0.917378909380059 0.543639836504881 -0.166349368586089 0.336045358078845 0.0278029455486104 0.592846732755715
-0.045029700070736 0.820616711891198 0.701056261133053 -0.24065193002054 -0.0219764512902475 -0.151513991131214 0.238921407916641 -0.152882878260571
0.439506155374693 -0.448713006571634 -0.666280484992312 -0.513480646197859 -0.426727666627266 0.354146336183476 -0.889659907909227 0.555057450907479
0.990827191810822 0.707623839983134 -0.553394323614193 -0.0733294712429051 -0.30209584095719 -0.843891516625008 -0.214518969958008 0.200874321594311
-0.0301139758265344 0.855354364629311 -0.674744808093237 0.345855451682874 0.430300165100198 -0.781317989609088 -0.236274703993113 0.494423020276299
0.885741210003616 -0.101684401372331 -0.298014292111911 -0.0252232698301669 0.489092466794245 -0.256533379237226 0.365393193188938 -0.537570628946123
0.0339397456115693 -0.964238352713874 -0.221495517872099 -0.344902024915209 -0.890158958334068 0.586732704995957 -0.474294766766543 -0.568512850683474
0.31234401336289 -0.935391695731669 -0.821704011512629 -0.219839560064429 -0.442005226699694 -0.277828699388483 -0.518618210716813 0.333044546554156
0.129867244841298 -0.634399207746901 0.970200212202908 0.244882575303782 -0.272814941617835 0.0479335483527392 0.301812064831029 -0.0195444710238371
0.860489302585774 -0.652437639502168 0.670240327484789 0.904316990119114 0.680187643839163 0.771375303182576 0.326722077280574 -0.404193090752524
0.469150675211568 0.7725300168182 0.00836707008507798 0.488139265332138 -0.235253048714949 -0.708962173305044 0.779336386613722 -0.758493506261148
0.743728347483266 -0.931286402078113 0.580325422391179 0.888178671874048 0.390235077477992 -0.767610572234844 0.514475480210094 0.767536310170835
0.0410531196699595 -0.241196808470122 -0.721006692204392 -0.106357377182576 -0.0315939115849324 -0.946083968092862 0.375822129657026 0.62361704766663
0.495290812257444 -0.0272785349184415 0.667289975697931 -0.160111087947444 -0.150919013449165 0.70667279488669 -0.363198156975268 0.0351208637980744
0.170780921156402 0.818974534034496 -0.336282999965479 -0.799971172611404 0.481347573540988 -0.919340701550245 0.236410008909006 -0.677024830618757
-0.456176179877366 0.118989107127127 0.631454581212311 0.994572961200902 0.640567227663414 0.81258518150833 -0.343507597028802 -0.214507780238637
-0.2797196154634 0.857467555696494 -0.158848308742454 0.35723763586022 0.761724319395726 -0.550337355975062 0.34195271821518 -0.24419974147866
-0.707936974347686 -0.755942181874125 -0.829932341816893 0.172586166665424 -0.184997055116692 -0.247147633197892 0.875964074096701 -0.515605985608418
-0.641195386034669 0.986879702178412 0.362156052486389 -0.998414996031788 0.830734010622546 0.238906483547471 -0.284346060583775 -0.441125102506194
0.0905569233963615 0.0425461745393114 -0.902601904367912 -0.337252523656934 -0.908258128755551 -0.482162876965886 0.64957569786231 -0.610939331593108
0.99682872987265 -0.30647069888335 -0.570347759258584 -0.730441293371841 0.241703054065292 -0.864804876907729 -0.69468819806294 -0.00880375695996916
-0.00757091264298648 0.606511234389909 -0.509065015767992 -0.461062008748122 -0.999889856352238 -0.25926297891041 -0.186065178247227 -0.634045319175057
