x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16
-0.817045815311372 0.916398456769995 -0.971196666605771 -0.802849647166673 -0.873872531772591 -0.427048133047298 0.271357059215661 0.281394578170497 -0.303765017123427 0.800708855446428 0.255378739168402 0.690684574564919 0.304427456118632 0.78932826182805 -0.261417868307792 0.719695413364563
0.146705195250455 -0.414735271033831 -0.827856588606257 -0.148792109867092 0.923704668342602 0.692277402593754 0.790613664077595 0.395872292235494 0.363628529108129 0.638302986992989 -0.739144911830779 -0.532045051528607 -0.641137060920708 -0.847947917079553 -0.155745571450796 -0.53390288316831
-0.76658103236882 -0.204082551695406 0.781044635319617 -0.48060330241546 -0.259356688897125 0.749268177406862 -0.594431111784186 0.401935959235299 -0.56270605415944 -0.0285836779768579 0.63505010901764 -0.781304461946245 -0.0749850572911092 0.16721317417128 -0.784256603557617 0.521996704251971
-0.0570862701456063 0.621005114543252 -0.742042947671376 -0.886848826259375 -0.742643108300399 -0.866335743793752 0.0568268826184795 -0.745497700562235 -0.102265453004278 0.177221021411475 0.210146049364936 -0.705336144829635 0.651784965997562 0.123994096498936 -0.207953835417982 -0.568950231251307
-0.840337280986831 0.355607229556423 0.385804189605173 0.933915094552096 0.0620939703145995 -0.228304449987598 0.154731687742751 -0.829509334013797 -0.669696130886208 -0.303996042584069 0.397018675180152 -0.0729315444449894 0.178466963279527 0.314616924687754 0.412614532852545 -0.751905257326085
-0.781641667529941 0.022321478530299 -0.648314864143729 0.216645343083423 -0.0884157243375666 0.104675754612777 0.739393013533205 0.158237177384086 0.721160090079531 -0.770654404276982 0.535282237395178 -0.669362279709894 -0.963244711820036 0.27829266892001 0.00597937704017393 -0.776414549833164
-0.336918064639904 0.281258181788027 0.695470130209345 -0.830399826467503 -0.43847261948837 0.463416433375329 -0.28241737224441 -0.184763553701341 0.895812275006436 0.218380099031143 0.000792445725295687 -0.32731077347789 0.190061114050914 0.175981473747641 -0.212025547705125 0.432947304943111
0.0727367380736397 -0.732346100590192 -0.10320381974522 0.0881278509860859 0.33187394533027 0.217198748285417 0.979366888370831 -0.179118310278747 -0.785774591302499 -0.75046713054413 0.459211194640025 0.0509345836876891 0.390127129273489 -0.673796472847927 0.916820140748285 0.0737312002829276
0.678029827084858 0.267715904121287 -0.174642777102068 -0.0661034942818806 0.376110057312064 -0.735537207555026 0.544226541049778 0.0435323343155907 0.552060406447388 -0.63383752572583 0.11349025500752 -0.377629101717845 0.0902343069892377 -0.0869843269144185 0.0641163923912682 0.166501136260573
-0.931988467679825 -0.697131902833935 0.0798089001243933 0.114771996296942 0.832669951859396 0.106718479669653 0.716257943739649 0.0109292310308664 0.356466350940988 -0.653083339063451 0.106080674943049 0.113657714270987 -0.0101451410390436 0.770615297099575 -0.733374292288441 -0.69966293514939
0.892563742284663 0.185839911589865 0.20755081274081 -0.0781559300012886 -0.718326640630607 -0.596564821035601 0.917536705817562 -0.866107838933822 -0.751609733408783 0.132819565509912 -0.791882905075327 0.682602805184666 -0.0515625000172295 0.865124021210708 -0.985140977140982 -0.716235185378697
-0.927278793711215 0.0167189240800216 0.983641920662019 0.523406831504777 -0.654514852876775 -0.879290872386657 -0.025343805610668 -0.635857209902257 -0.650672644234728 -0.862290525072254 -0.155012860118412 0.75458232985856 -0.110984548448119 -0.0697299384372309 -0.412799302069936 -0.515974793978501
0.999907249401789 -0.900531277293339 -0.917147691608872 0.645837489872705 0.362512553627137 -0.354435658976901 0.692148135459516 0.0895453064450995 0.188977504087612 -0.832034372658934 0.183940024454147 0.139854275000282 -0.678701618946157 -0.528982032990083 0.530781868888996 0.94615418098215
-0.846242414185312 -0.0221572551243007 0.932118506445549 -0.963522055091802 -0.66383351970138 -0.184171263378579 0.963883191923611 0.183345214636531 0.154905839013867 0.376533451114781 -0.542310512903146 0.0901638946323655 -0.209009500949178 -0.606615483769216 0.0836784149263985 0.793822301359847
0.527989807710983 -0.648965735318139 -0.362213983658701 -0.315504317305516 0.466269855684601 -0.62061711995583 -0.931340350702405 0.488957179975696 0.67641945054289 -0.461988716869615 -0.579567339577246 0.96909975013975 -0.466346742051188 0.186136293188203 -0.966751577611547 0.705737213437446
0.551876702801325 0.256673502754886 -0.584313612519763 -0.889662138858344 0.120592804428656 0.0826200325097888 -0.352641297332477 -0.976013662882615 -0.534131389351562 0.970768542005215 0.385115659269039 -0.952836408445612 0.228706772822421 0.511839587036055 0.966286561535206 -0.169935537630227
0.655664834301919 -0.210735859744251 -0.242217760449741 -0.829079232598655 0.552875124535058 0.75265685559297 -0.0526645664311945 0.0254754137252458 -0.6285182420481 -0.165614656356629 -0.95968162472453 0.353940207915846 -0.00211175896413629 0.347900332585908 -0.745850914838724 -0.562010814398527
0.807334005897865 0.302302727557719 -0.00857157710427414 -0.621432797976304 0.0733380659795366 0.159016299851704 -0.378913323223591 -0.650888749715406 -0.912924405748025 -0.268915205289144 0.282454587906599 -0.213489576142281 0.620730012083426 0.777517685614061 -0.573146107257344 -0.990114938459359
0.664018095795531 0.78461953020934 -0.130761311581824 -0.920177592317574 0.921202990140766 -0.351679302829318 -0.199464945764281 -0.84144733018009 -0.870213672813494 -0.0996688751121982 0.322159844437149 -0.0836443347088062 -0.943086476437282 0.354923170418013 0.509813911117613 0.0236275977841578
0.87372602334898 -0.606838380024768 -0.690007840674371 -0.152509971692227 -0.986351294317748 -0.150615831470583 -0.208999657432549 0.171605221449863 -0.281672675592825 0.688390682651196 0.623890455331653 0.65705526611954 -0.971710364057682 -0.897250595011283 0.532962038831785 -0.781705352108926
-0.128810008683708 0.757029598204885 0.771002227946185 0.460742471105885 -0.0708835844742134 0.590369297957979 0.879334873261862 0.425237047424074 0.205107201946899 0.100026334951166 0.400604661148041 0.609461461589672 -0.875884311536327 -0.96561276236875 -0.613030880418606 0.720569860554766
0.153320713442285 0.3089277824522 -0.45287951146299 0.744291504153982 0.603786942900159 0.981061551933643 -0.0841600949391723 0.619144115717616 0.982418259765022 0.171969790708274 -0.780360298532527 0.175787744569126 -0.0154745084582828 0.474725180680398 -0.756183406236116 0.169209021021612
-0.532374774410855 0.590150911295321 -0.497347096938174 -0.880652485188097 0.066057539857924 0.0281193734603002 0.167887095572427 -0.894202863306273 -0.171091656394769 0.440226082755253 0.178552861984353 -0.799766504351515 0.00854411031352353 -0.699731764573138 -0.0740976394009777 0.194198727599811
-0.424004525423516 0.195782196140848 0.895409883989952 -0.327359149690717 0.0106465198812076 -0.0575208064010366 0.223761850010138 0.728688160973601 -0.782542496757116 -0.602610778582748 -0.748467789448332 0.294837658248376 0.573401539518964 0.987771060291678 -0.238985519899987 -0.109207078286912
