x1 x2 x3 x4
-0.771220765056205 0.230127415517927 -0.102566343116923 0.745395115736174
0.434497118173167 0.492888815650367 -0.473933803249965 0.225479963980033
-0.708242257165257 -0.900498224492767 0.0374071644805372 -0.269879962799023
0.178937999014161 0.778551879924489 -0.806788379058707 0.118362935914774
-0.800183164218324 -0.16523155923991 0.217422970338375 -0.878002035724931
-0.727093946551904 -0.634316719081253 -0.898090363504016 -0.967942016261513
-0.171121353559429 -0.502137831953005 0.321896371408948 -0.652283075812738
0.341751995682716 -0.120427673693048 0.438729542585206 -0.491130971691455
-0.913326505367877 0.98008771020628 -0.917217404838302 0.479219508913229
-0.909799757701112 0.770789413944585 0.104411170179374 0.64087488500867
-0.808664297754876 -0.930266845755978 0.79611910901207 0.415820136154653
0.907617160016671 -0.376526681612595 -0.929288727210369 0.710675644889707
0.938940523115452 -0.740926283540903 -0.871716577218613 0.546721794545301
0.0888309798931004 0.721899986146018 -0.268375391939189 0.638742210954079
0.441113292551017 -0.0616985568078234 -0.303336184228538 -0.762480754363351
-0.41649005566549 0.487116864979034 -0.864062228369876 0.714604456997477
-0.281500733303255 -0.91816370899498 0.519346379790222 0.973316070074798
0.984485488716164 -0.0079725556471385 0.947475601992919 -0.91283152309421
-0.364593179880758 -0.658522228867514 -0.511900897184387 0.213705455671879
0.001850651569548 -0.81993120367988 0.387373135575908 0.599839456339832
0.444725056428579 0.994000986763858 0.683299993908149 0.36913406178588
-0.606877968498738 -0.485393954485771 -0.827612262156908 -0.628863595715375
-0.275153584917425 0.642955997398239 -0.891037669572397 0.648498744192184
0.317388748079538 -0.174616212467663 0.628742034378229 -0.695642621256411
-0.25198323240038 -0.133985996429692 -0.756300454798038 -0.433874610992498
0.248829624974751 -0.286567490840098 -0.164851423416403 -0.152836172106327
-0.893920209703501 0.755266202723142 0.830844379127957 -0.516422920066398
0.409220970501192 0.210158252405818 -0.251755924379686 -0.451277276334586
-0.863287061979063 -0.593759824976442 -0.323239696784294 -0.0533928015007404
-0.139025004965952 0.0462681067542872 0.223706621470046 0.40685971416824
-0.135021551963873 -0.95376171908807 0.949847981485072 -0.50614955494355
-0.822650003466988 0.0797889942646726 0.726307924959692 0.00699986419524068
0.735501290433458 -0.352676128079765 0.909290105046239 0.384409583619563
0.406315825273632 -0.546730492413626 0.669999578109127 -0.101167406860041
-0.429933284487925 0.0501150816155131 0.873549082435202 -0.00354339960031214
0.224827644393663 -0.271377260011504 0.617544824442011 0.31711367805372
-0.296506081506959 -0.34823908816441 0.336577089629718 -0.375328846647171
0.866032691762084 -0.745025391784729 -0.647060681899311 0.682999375990476
0.496128385969205 -0.861353565491736 0.0872740947030253 0.996192431118688
-0.512278060144163 0.71569998721825 -0.665196395836538 0.77239948297909
-0.0529508639033884 -0.447066098002833 -0.079729746284429 -0.861448707588716
0.795166771938675 -0.0884120270656422 -0.388715559497359 0.103924613630515
0.0490316892106784 -0.321344555827673 -0.142794425161555 0.673511873087846
-0.243787441283348 0.138770744866342 -0.835842767514405 0.623221823289059
-0.465246640509577 -0.419218392656767 -0.430302154665114 -0.387959960377193
0.124489061287022 -0.275171264743549 0.429067498967634 -0.454583310411545
0.959120949949138 0.388678136106464 -0.45278640447068 -0.343089633881464
-0.397837965293438 -0.305941622286336 -0.131311313616461 -0.137665257463814
0.974105728070717 -0.431796840601601 0.0898868241132005 -0.714170988168917
-0.392676489874139 -0.940773845036165 0.905410558198928 -0.261609125059913
-0.51268445083464 -0.937556435294682 0.926164476459962 -0.331734866076731
0.0626444258482661 0.504098085689475 -0.455245240372606 0.302070257449523
0.158834144335706 -0.342127149819862 -0.297916901300196 -0.747832128495793
-0.117565609466401 0.0301991080713924 -0.500350248625036 -0.672047437359579
-0.00159544560185165 0.54496065530926 -0.63638415918278 -0.287855644583469
0.152904472163063 0.750470659845742 0.603014053791994 0.187557165439939
-0.645780582328443 0.220011851920863 -0.436544089564704 -0.847563754172297
-0.938137967947405 -0.155229605324566 -0.0855064722552197 -0.199464187820558
0.681604676442803 -0.927282103840844 0.790862692885566 0.719943403707002
0.835167689298396 -0.202968940319261 -0.546135924810078 -0.421886503908318
0.220374194291071 0.418596279817866 0.0768521336989942 0.0473469328385545
0.0844504826405319 0.134591827073018 0.601560010300018 0.947824452834902
0.0203740219044266 -0.17844723921211 0.700562708264915 0.792127379876911
-0.779221162749454 -0.505533709896263 -0.731103692305624 0.597022948414087
-0.0250230598880443 -0.24929615322093 -0.677053470777464 0.196802769139758
-0.409961228108732 -0.562562661056872 -0.651369792175828 -0.877378721582354
0.878001665276825 -0.834737094077282 0.440037278111558 0.024830637924024
-0.262022561820922 -0.49507398017915 0.488385896619875 0.399830826972611
-0.782162030339823 -0.212864508893108 -0.100592751751537 -0.550899018099299
-0.0729550853691763 0.341256035618717 0.393431660700007 0.987226827688864
-0.147326936857426 0.275184989921399 -0.0081904970732285 -0.417616374870995
0.387990775665967 0.443590250202687 -0.979491768251755 0.419814156317734
-0.216101836682065 0.948437643605284 -0.662088759888429 -0.270074037617305
0.338460293721873 -0.62628599126183 -0.941949097752804 0.905837048013345
0.686631439248449 -0.755617345069768 -0.292003272350994 -0.794285607465426
0.927998504457064 -0.583583761494374 -0.359579867959255 0.587359077864676
