x1 x2 x3 x4 x5 x6 x7 x8
-0.817112768844701 0.916656692076009 -0.971584296655841 -0.803616157224867 -0.873255228038877 -0.426547593888827 0.271294686331879 0.281454253701493
0.146046099041589 -0.415844721945468 -0.827682378070429 -0.148084359895904 0.923223453522194 0.693151981514413 0.790270812234376 0.39591366765881
-0.766325436684769 -0.205714800173417 0.780309331658762 -0.480907302754931 -0.259612361290026 0.748823142721318 -0.595179565893486 0.40194781828858
-0.0572146763377823 0.620437002295628 -0.743200342539232 -0.886429015573114 -0.742677573638968 -0.86773062404478 0.0574329773481004 -0.74475828452548
-0.841930971968919 0.355765192408115 0.385659580565989 0.933965957087465 0.0638211317639799 -0.22955654408969 0.154450566930696 -0.829209101577289
-0.781940826524515 0.0235310116247274 -0.649898820045404 0.216033030420076 -0.0899442288815044 0.104143041436095 0.739242466280237 0.159088503258769
-0.336525977971032 0.280483758754563 0.69585950971581 -0.830442320659757 -0.438746262021828 0.463606844246853 -0.282355741439853 -0.184000950933434
0.0725776077606715 -0.733659224376548 -0.103679256348871 0.088330776894465 0.331210810066666 0.216650587068405 0.979264036075678 -0.17933232329227
0.678038143653423 0.267670627521817 -0.174348276812583 -0.0677596480883658 0.376539833629038 -0.735181103439536 0.544910749744624 0.0433643410257063
-0.931689381672069 -0.696263872074895 0.0794754795315675 0.114595939898398 0.832710843998473 0.106687435016036 0.716155219970737 0.0117750531164929
0.893227487670258 0.184270739816595 0.206099379223306 -0.0799457336538472 -0.719150883033406 -0.596740068200976 0.917015481208451 -0.867808444751427
-0.926006895884872 0.0167765725767239 0.983390629031695 0.522312269820832 -0.655797103985678 -0.87919336090656 -0.02470659135608 -0.635568769250996
0.998921324071009 -0.900246093489695 -0.916825447123498 0.644584950191434 0.362106110122055 -0.354057909417897 0.693907218242996 0.0898087050360628
-0.846576683393214 -0.023600881121587 0.932706626367755 -0.963985954871401 -0.663957395446952 -0.18564567463845 0.963309300007764 0.183175293770153
0.526162444465794 -0.648698625122197 -0.363762901630253 -0.314369412963744 0.467412405322772 -0.621192297796719 -0.930462509343866 0.489660288847983
0.550705056076869 0.25676350803161 -0.585899576837663 -0.888680704287719 0.120018590889871 0.0831170553062111 -0.35383854192635 -0.976244065428153
0.654485932233743 -0.211029828235507 -0.243669781298377 -0.829585610590409 0.55325207485212 0.753996436239686 -0.0535872194929979 0.0242104809083976
0.807363576044794 0.303171912102494 -0.00823192409006879 -0.621597680873703 0.0726558440495282 0.15939939979976 -0.37982398589747 -0.650420403703116
0.664236005307175 0.785710138527677 -0.130446891847998 -0.921946641585324 0.920119387850165 -0.350289738412481 -0.19810910984315 -0.840026044492144
0.873219920960721 -0.607221377824433 -0.690337983739562 -0.153741294750944 -0.987539421708789 -0.15179010232212 -0.209478511025664 0.170217485244386
-0.128655263672583 0.757501164174639 0.770849926467054 0.461254506845493 -0.0705564713748172 0.590010058277752 0.878850840384606 0.42584062615037
0.152854760791641 0.309499519484583 -0.452078344907146 0.744386952833272 0.603377152699977 0.981847609444987 -0.0859800294847227 0.619180871511344
-0.532473229683004 0.590110355673358 -0.497504975236952 -0.881409551622812 0.0670308021944948 0.0289151665898972 0.167824085937813 -0.895614061346278
