x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15
-0.939069652288842 -0.29075146161889 -0.576556522794689 0.896768160349845 0.26332225761159 -0.426762237010524 0.841231746452705 -0.456290306715139 -0.488809940755523 -0.088394912970718 -0.161195302242879 0.596247093957849 -0.193443591666718 0.0807667301734909 0.825373800500296
0.305808437271044 0.524121671614703 0.0935633635860869 -0.399484717889999 0.579749837538072 -0.844207771366773 0.632300384733981 -0.589961869138293 0.00033345145825292 -0.0544430016920281 -0.56838702831557 -0.926263180391242 0.723568087645186 -0.178446398611957 -0.186426170428749
-0.617684739948871 0.897564378483066 0.131874657829292 -0.453371992773687 0.615174898980341 -0.49321830285325 0.407486646589978 -0.148257527658095 -0.216372727099806 0.754290562906923 -0.730338623894379 0.997001602058454 0.0550175214145954 -0.109337859538539 -0.608784033900127
-0.138379780315794 0.307784644163835 -0.403012794314418 0.0849444867819549 -0.565006328593474 -0.284537605038378 0.986849216086479 0.646417069707997 0.36417260594666 0.322030469875628 0.0165104282074608 -0.702099678225039 -0.0131571300982808 0.871981434417423 0.421543675559107
-0.922074525979813 0.916317312689653 0.56540753237841 -0.246072819618819 -0.88037828279535 0.301533521560797 -0.228456602744292 -0.373338981353367 -0.0229871117946071 -0.596544900482986 -0.406286809796002 -0.255481040837088 -0.423529591828585 -0.471383078739978 0.131301125448197
-0.685621321521699 0.377960359418609 0.78744616842332 0.211643796589536 -0.691975579426158 0.910509250534077 0.925738531728275 0.692636114431235 0.852454378042991 -0.414709722415699 0.00445907599106432 0.96003365764472 0.574538306303167 0.718908725747683 -0.825545747725293
-0.0682736946606698 -0.0861139793392892 -0.864704435381573 0.0704994249674491 -0.282549115346434 0.713973321798568 -0.997001152949718 0.928682228057024 -0.148642809525908 0.697211528092623 0.39465717182355 0.326770753162758 -0.17605089886083 -0.187568146137365 0.863505149462416
0.206963095681431 0.590098120009837 0.133933659314488 0.489204440301905 -0.449478803758509 0.733101718076349 -0.758225353127966 -0.849359053675706 0.315167381385031 -0.197807939952705 -0.83035228618343 0.669852804786371 -0.436137918506904 0.792400279671575 0.178315213629821
-0.946693495106883 -0.247727278548603 0.478794872849559 -0.676591332706778 0.404911646912651 0.380790296254524 0.230918516745636 0.856342374303223 0.447727826319635 -0.963010226490286 -0.794337684796347 0.127329274700023 -0.561240403895111 0.911029297218658 0.0324125052806921
0.34271049968324 0.701550629198396 0.632486260842842 0.132609660658209 0.597487054660451 -0.856587864038069 -0.912342284542198 -0.787411284387112 -0.999284807400157 -0.718358906237564 0.732536226205528 0.60371892714547 -0.122190155519793 0.255727134472846 -0.418132215404262
-0.926733396914322 0.0208110661987837 -0.647607969832451 0.406417876381272 -0.606805492020678 -0.917204721055925 -0.924151609074014 -0.0744665137097861 -0.986778891998188 0.305644113846434 0.109553396198743 -0.510861137633678 0.106611460101791 -0.752237955088262 0.107126067765988
-0.778689062661491 -0.0298342299809059 -0.248525225292426 0.178592271061459 0.804638706857959 -0.925547992574672 0.182947163709129 -0.400850713248675 0.203206228157505 0.176588046521724 -0.481941033754653 -0.916613460250509 -0.00934146804176272 0.599772465661478 -0.663180869805471
-0.642091863634996 -0.934483707479512 -0.614795716696884 -0.607720834503261 0.0557523839408531 0.677673632572095 0.826594963693681 -0.792518324545585 0.848777364098001 0.839707432356353 0.982225368719082 0.1903406084793 -0.944477455887944 0.167239096513173 -0.982031221726133
-0.440067915748029 0.821098290859722 -0.276299592963109 0.431575826649244 0.0408671342500795 0.195793026572249 -0.435622175562351 -0.778625430094854 0.315656068411345 0.675308652802991 -0.588656956828355 -0.490853253580785 -0.248860652401733 -0.174014904083374 0.901697815151264
0.118127152311305 -0.716473320025795 -0.420156169752435 3.52738898556915e-05 0.668338563622131 0.800142564813606 -0.370133748571078 -0.443264089261182 0.600501591219412 -0.836705646665146 -0.432355589727871 0.799633066307443 -0.0493703367992615 -0.847196634440062 -0.0685742849889212
-0.976827135127038 0.73887666958617 0.443980150082149 -0.767425595140395 0.595973159346729 0.958989074415683 -0.0667907991507091 0.125469501560554 -0.199674961571116 0.169827195098779 0.205479036869016 -0.226050159375494 -0.130032558549661 0.989130086555922 0.551202419709725
0.391302549945191 -0.14632729474362 -0.760961276122214 0.642230959686916 0.104808968477882 -0.177477785843425 -0.847667471683739 0.412120321229411 -0.749476408128782 0.0977730230597469 0.655659145578742 -0.502011735475156 -0.722794496063453 0.318518097473619 -0.326950605258346
