x1 x2 x3
-0.817452415092848 0.917888393401634 -0.97110803336231
0.147083574322984 -0.415676491077058 -0.826613892919384
-0.766405451268889 -0.204452826821711 0.780426578879356
-0.0575927911638282 0.621266493332107 -0.742477983978577
-0.840384065554012 0.355657844759058 0.384237141819671
-0.781437313789502 0.0236936420332641 -0.649783021493349
-0.337965006580576 0.280826829222962 0.695181723778136
0.0730326316608116 -0.732130607447587 -0.103478975181468
0.679421404883265 0.266336296060123 -0.17436025526654
-0.930499785950873 -0.697420008139685 0.0783596260719932
0.893234583868645 0.185224603974726 0.207731437719427
-0.926720567098819 0.0161837986200117 0.983734754305333
0.999683508656919 -0.901009018386714 -0.917841254653875
-0.847956698993687 -0.0233820663429797 0.933463362147566
0.527991277845576 -0.649089826725423 -0.36260958525585
0.551889313515741 0.256927617182024 -0.584586514587514
0.655672304231208 -0.211902451603673 -0.243192620986141
0.807081322602462 0.303465932503343 -0.00970822980254893
0.664730398708023 0.784039974056184 -0.131981488489546
0.873592002093326 -0.606636650124099 -0.691947807671502
-0.129390985151287 0.757896680996288 0.770566237021238
0.15271740596788 0.309003029722255 -0.453469387202524
-0.532179417427629 0.590361151535064 -0.496767641341314
-0.425904179489706 0.195600092770997 0.89532318348717
0.745470693036914 0.336087015392724 0.0970809245444835
0.587251164239366 -0.988502143525518 -0.335700928520411
-0.491110009625088 -0.0846014164732769 0.0422115508774294
-0.198456187071744 -0.738728114135098 0.253184606167022
0.154022737681866 0.28603999332292 -0.821675969515927
0.924136637066957 -0.707047479071654 -0.240033560694195
0.636872282827739 -0.828103906644508 0.476674221379217
-0.685015353469644 0.00567713671876113 -0.418347905775532
-0.421715206809808 0.394230905069504 -0.273991041761823
0.963482482236344 -0.430435124926735 -0.465573710995261
0.0530359764462336 0.868383415278047 0.186913607674651
-0.400946833644528 -0.563304368563928 -0.300516961020883
-0.00190839655511077 0.798569281253964 0.238340739840176
0.802550122523215 0.741388135703746 0.557695491427556
0.711015012179036 -0.536092922829092 0.924155925150495
-0.914954788962379 -0.882549725214951 0.194200599121396
0.127568354886025 -0.559100075606722 0.60489290201012
-0.890539776898455 -0.817013073965907 -0.505785498414189
-0.310158793651499 -0.879519596029539 0.907307038056199
-0.308231478295289 -0.0262225122260861 -0.730048935587984
-0.859035954230931 -0.957807640201412 0.519860990020912
0.388632676261477 -0.671060329322237 0.597112107969821
0.647641249426175 -0.856728270749096 0.852730260743294
0.648960242924746 -0.489718520917464 0.298476577121299
0.125683465453331 0.483625031332951 -0.0880216756570152
-0.542541136226151 -0.935255483428948 -0.930979242636822
