x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11
-0.816420847991947 0.917215362311341 -0.970028006120585 -0.802698864174075 -0.873221845867578 -0.426497100900859 0.270484797412995 0.281311783231329 -0.302339269515593 0.800712965810206 0.254789349987637
0.146358693364076 -0.414493083104026 -0.826964089042041 -0.149896576408297 0.922067807284184 0.6933912847545 0.791887518882751 0.395965741348919 0.362786404930521 0.639186095429584 -0.738402873105835
-0.766205851577688 -0.20597066078987 0.78108250710927 -0.481286812694278 -0.258327334695496 0.749912010543048 -0.595292011578567 0.401350167482626 -0.563323771885596 -0.0295849712789059 0.635326181880199
-0.0569101620074361 0.621374750596471 -0.742590522697195 -0.886209070454817 -0.742482863596175 -0.86634326145472 0.0563176228492521 -0.745540160291362 -0.103793380752672 0.176765127448831 0.211199537699577
-0.841160039988346 0.355077123210765 0.385482806057669 0.932104712574743 0.0621564110256732 -0.229308755781502 0.155679062927607 -0.828723181916866 -0.668969230759423 -0.302910323852208 0.397101337596308
-0.781481748072431 0.0235476699341088 -0.64869121774286 0.216949916108977 -0.088558945864439 0.104482285634615 0.739091924446635 0.158471795289312 0.721485415211413 -0.771419591116719 0.534477289536502
-0.336777467026375 0.281006129236426 0.694154815321788 -0.830273355132434 -0.439793535992038 0.463282040320337 -0.282380006132182 -0.185290794394445 0.894448572432157 0.218825932282954 0.000667182799428678
0.0728182072606869 -0.732026273436379 -0.102306995439343 0.0886848315838724 0.330151553589851 0.216702107467689 0.979757800525986 -0.178595632702578 -0.784282776921988 -0.750402129919268 0.458762874939479
0.679573812055402 0.267456724782009 -0.174007061174139 -0.0672627258184366 0.37796063483553 -0.734405491894577 0.545785368999932 0.0423273471728898 0.552200888239313 -0.632030452786945 0.112775699269492
-0.931116453009658 -0.697961863991339 0.0781270762667992 0.114162497337442 0.832624902448151 0.107190821922384 0.716163817686494 0.0113580304863863 0.35778781255288 -0.65370949385874 0.10600535867177
0.892685621261597 0.184592202292755 0.207879336931743 -0.079489785829559 -0.718984292468056 -0.597719474738929 0.917771494206507 -0.866585443838965 -0.750616278639529 0.133242900260724 -0.791245353153441
