x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15
-0.816769117660355 0.917630007385742 -0.971313981303014 -0.803223447002005 -0.8739707637541 -0.427684396530967 0.271156666664872 0.280213983657304 -0.302054540635552 0.800080882537179 0.254353345356416 0.690356134053785 0.304742167869117 0.788335320272017 -0.260341060717124
0.147030359116848 -0.414100148556288 -0.827809258032124 -0.149555158639327 0.922967100948561 0.692595921922009 0.790083238172345 0.394077459431719 0.362628751804121 0.639170375767164 -0.739047248180024 -0.532182925479487 -0.640490392153617 -0.84701279347064 -0.154523298857268
-0.766361090468243 -0.205505239985418 0.781097808533814 -0.481223064183723 -0.258738909100182 0.748545336476527 -0.594300886746962 0.400662255587056 -0.562530156177934 -0.0298237330177799 0.634064798684325 -0.781098679643124 -0.074215889763087 0.167071402560454 -0.784950667146128
-0.0570329467006959 0.621979256820865 -0.742321842226666 -0.886010207242332 -0.742825238303281 -0.867623048264068 0.0575489010368473 -0.744055963183287 -0.103526328612119 0.177210444222204 0.210694730135147 -0.705275056842249 0.650588000791147 0.123097566573881 -0.207416886332445
-0.84059735395899 0.355123565492686 0.384922270550393 0.932057811345905 0.0623683079220354 -0.229256929126103 0.155240797331557 -0.829016964916605 -0.669712537751533 -0.302165135892108 0.39692981636012 -0.0723968066065572 0.179773427383509 0.315202112643979 0.412239472119138
-0.780901066310704 0.0229484908655286 -0.649337936347816 0.21755943246372 -0.0896950604966842 0.105090957962908 0.738141561873257 0.158721591771115 0.720137314895634 -0.771592207226437 0.534827210788149 -0.6690577216479 -0.962199278403539 0.279859421178233 0.00404376439005127
-0.337302036664914 0.281796343739144 0.694717680850532 -0.830537215953227 -0.438758247567806 0.463800481555984 -0.282838847785722 -0.185379645536654 0.895917486316059 0.219560761695262 0.0019377807606944 -0.326104085571598 0.190245614517946 0.174595664724708 -0.212528614244889
0.0722966225100681 -0.732612923245877 -0.102538866087329 0.0890401869649067 0.330031765687745 0.217201922736131 0.978008285223972 -0.178318329527043 -0.785952780415304 -0.750391922632698 0.45977812634036 0.0502951378994621 0.390458480347879 -0.67224316283036 0.916192781481426
0.679869927635882 0.267276879100129 -0.174613924983889 -0.0662840897524729 0.376007959433831 -0.734735009390395 0.54584747987194 0.0439500646791422 0.552139717666432 -0.63306727444334 0.113886971874628 -0.377923368568998 0.0909265237399377 -0.0872015582285821 0.0644101540506818
-0.930886431345716 -0.697900660496671 0.0798298692097887 0.115654988465365 0.833767850197386 0.106721139447298 0.716019639486913 0.0108712938399986 0.357351260833442 -0.652900699147023 0.106140825262293 0.112772985993419 -0.0105330087305047 0.770237242933828 -0.733919521906413
