x1 x2 x3 x4
-0.816802140348125 0.917937895228155 -0.971218929341063 -0.802294370980002
0.146084575102664 -0.415150555297732 -0.82795521890698 -0.149935857294593
-0.767803576482926 -0.204114404894877 0.78128551421361 -0.481706216497347
-0.0571209733737633 0.620810449821874 -0.743537108614109 -0.88662511704769
-0.841565769015811 0.355662079572212 0.385418754973915 0.93304640438268
-0.781892785614822 0.0232491117315368 -0.648454353748355 0.216765194245149
-0.336653218127321 0.28005775526911 0.694384266239125 -0.830533433566801
0.0729221324566751 -0.733102949247695 -0.102371803512797 0.0898193795196711
0.679823277355637 0.26783262974536 -0.174136495163199 -0.0669209026885219
-0.930710587464273 -0.697878604274709 0.0788301780321636 0.115034250000026
0.893351246544626 0.184724847638514 0.206796321164817 -0.0795101483315229
-0.92768410235038 0.0170614832793363 0.983601410775911 0.522885508874431
0.999512730833609 -0.900723799761385 -0.916207307489123 0.644766073390842
-0.846095602070913 -0.0225786715839058 0.93385894076433 -0.963250545039773
0.527570072493982 -0.649561781266239 -0.363029079855885 -0.314637543409131
0.550927267492749 0.257878286508378 -0.585320292954799 -0.88999923485145
0.654434766508173 -0.211927868097555 -0.243303532053251 -0.829804092737846
0.807460677356925 0.30347160408739 -0.00870047672558572 -0.620228676177096
0.664227949906606 0.784539887151215 -0.130230974955019 -0.920056978940498
0.87380334530538 -0.60660753266653 -0.690138055390678 -0.152503728012089
-0.12977889504889 0.757076741940808 0.770679478667211 0.461450218481012
0.15268211343186 0.309501402790193 -0.453348129153717 0.744575984795112
-0.53342772144312 0.590410954167135 -0.497424527607393 -0.88146929535782
-0.425668231599033 0.194328720085323 0.89457355503831 -0.326976442307234
0.744739861729089 0.337883089320268 0.0971535501354375 -0.444925738411955
0.587455248072278 -0.98936620682152 -0.334338126500603 0.0873223429950885
-0.491576763230842 -0.0853038595872931 0.0430339386756531 0.185812168701086
-0.198019506841432 -0.73941556283785 0.252644176366273 0.545258206348401
0.155540960831102 0.286458456672262 -0.821515038322192 0.0942616102257743
0.925713290981948 -0.707799750623759 -0.24058539810963 0.913088846873492
0.636358509294689 -0.829611889409367 0.477694727089256 0.341347100730054
