x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14
-0.934822824905527 -0.0977764766628388 -0.260691196890714 0.0718455698347784 0.924353732827086 0.328086595200169 0.683999286417716 -0.1704808305934 0.690476722057543 -0.785594985467615 -0.737228721131271 -0.672209440732009 0.281884592400664 -0.421468778814555
0.399170816785689 0.776105911817867 -0.824005808713014 0.0137239627190866 -0.538978330231704 -0.119278915332065 -0.139774135232604 -0.393680789356918 0.982462768089359 0.718194755175916 -0.700833092466928 0.650436909885778 0.711381108684 0.561019449271428
-0.590055962619704 0.543573957282185 0.457385489891084 -0.798617062311553 0.0374925123742182 -0.736078536729827 0.116345966783785 -0.634679301915291 0.143938185408312 0.912281021512047 0.165194807904939 0.890032003220237 -0.631064332903895 -0.155229945975256
-0.0769271387572267 0.619153664611513 0.49791867871037 0.59131453386325 -0.300440432497999 -0.698347009209351 -0.0487192075137448 -0.0142535324073729 -0.235719723272403 -0.395168425685094 0.890801798515022 -0.482229363252575 0.672081181435912 -0.228424874883245
-0.916891442314456 0.121823199134087 -0.0748123247891531 0.236424162994372 -0.0982888168676956 0.25718362598813 -0.891078857647455 0.582328609975354 0.157081202254963 -0.810663512064077 -0.297741472647758 -0.935232710635589 -0.00709505775411212 -0.667884508361707
-0.663036016195214 0.847058046784452 0.963321707820786 0.726565764505815 -0.975881074091553 0.481323801343096 -0.0620755999430549 -0.0798986845056061 -0.186480551920998 0.127784451505036 0.717152850451946 -0.495381631558661 0.360074100662688 0.400789552533367
-0.00204968212172385 -0.0508248404252143 -0.804273879659429 0.57521345910267 0.340596033842469 -0.923543605322318 -0.23924868151928 -0.823785332434012 0.0667838993538836 -0.944470537063732 0.104023224970027 -0.0776752888619168 -0.221388258838061 -0.402928670252441
0.293292271717884 0.966389571610572 -0.569505343348553 -0.224884636006983 0.16113038042211 -0.716438986126367 -0.449712900193408 0.439341058284543 -0.0114092162191601 -0.447902883244346 -0.854324591976557 0.284438222768949 0.289797962150104 -0.681941504788286
-0.943159682764007 0.23674021791833 0.500316438563002 0.641752956858503 -0.00748272552969864 -0.131798396834139 -0.429167513644955 0.912314001783463 0.410878318969293 0.325176287516619 0.61035835785442 -0.382534958213135 -0.904325938390767 -0.815369464606712
0.438982267150256 0.182172461541403 0.870251698596736 0.935396615231543 -0.811727843049448 -0.196922682081682 -0.806350408917226 -0.875190748786554 0.310202245830691 -0.306315630529009 0.648951375946469 0.552510858416956 -0.152987142447382 -0.345480555180194
-0.921699166270139 -0.787134963546913 -0.336589191440393 -0.965655648708676 0.702563056747728 -0.206115299567214 0.461573572679024 0.670856400811546 0.151856986070218 0.587487648782719 0.983819039698823 -0.963234688447057 -0.883339471939918 -0.100469868963285
-0.763294065359514 -0.935071363777222 0.0913697314917643 0.69136396523748 0.686461269788311 0.995328177978684 -0.487977710035962 -0.186055639574105 0.768822122612702 -0.56786523614112 -0.315041933026265 -0.279722537267288 0.773775818800121 -0.224994150066216
-0.616739419271637 -0.553470307006002 -0.30157413173101 -0.151426318092937 -0.902540956242176 -0.495493957874465 -0.356647382213601 0.16090432149092 0.955566059789354 0.123971593446996 -0.453681191881686 0.20236481595668 0.499923482031861 -0.481105178741273
-0.400439089531678 -0.966422805875939 -0.905841456149605 0.962440912905648 -0.76777389123803 0.595234741264721 0.531647950477865 0.227333288713458 -0.793891751440408 -0.447257851270593 0.8698052441994 -0.143481036564003 -0.599418048085977 -0.267176273007811
0.198355414465269 0.0571714683816702 0.0608452346831161 0.500190811187661 0.755109548421044 0.531950494225769 0.856882182023255 0.99162429097358 0.832211914309799 -0.142850452290149 0.256564676883697 0.661098916873702 -0.895215137962784 -0.354263671336729
-0.975188330866596 0.666153725690674 -0.0932949221960735 -0.322512332704085 -0.415127537033487 0.226219400539495 0.0205090897460467 0.642016277945201 -0.487010134204923 -0.999893900834057 0.0800523617980071 -0.0801822970513187 0.48559339535722 -0.989132561477101
0.490541303746203 0.332835553769421 0.832847750278389 -0.489756050832802 -0.00337398611690987 -0.640936198344321 -0.186653125410833 0.222385703291511 -0.361434230006001 0.460193549587358 -0.46114734153862 0.39569769954708 -0.543079482213361 0.201063588426748
0.0793033890725512 -0.671573764099739 -0.458403734012474 -0.135826121628883 -0.920182052150568 -0.718741362087063 -0.833998341159063 0.237448128665897 0.850608592542953 0.21407344628009 -0.538120545837862 -0.804029983064891 0.0252161488908209 -0.607714517826846
0.171593524748958 0.349200520941688 -0.00760377211030572 0.663695826613444 0.742728910742527 0.0973590428779634 0.67119367320789 0.596641880346163 0.626984518521432 -0.786161168795079 0.671163330732878 -0.80188151297858 -0.767853000111479 0.310539337599018
0.520581560219538 0.511824286621496 0.413859056077199 0.975183423235846 0.705304085157279 0.13071928393894 -0.63575087886603 -0.476047956245353 0.213842304364745 -0.894490147163493 0.670004432337591 -0.236905100514248 0.242461184637754 0.56508269406905
0.922889411965984 -0.863485916939431 0.290753470524713 -0.670762978464731 0.40231226504481 -0.178514104258668 -0.902386322751242 0.660721539916703 -0.425976932672617 -0.205014458228834 -0.255191905004072 0.793312792278261 -0.409388442371107 0.554671212290746
-0.190485317157748 0.966503535266134 0.293139227429638 -0.608931030989126 0.611875204721 0.634905388643466 -0.157969190998868 -0.742917450605393 -0.906999524962157 -0.0366789058344771 0.782523034319248 0.745658313593428 0.827687197990516 0.997269799530373
0.554070784990576 -0.0424886147381871 -0.993946219331285 -0.731184486923573 0.0684406066971963 0.86059285298838 0.469066730157273 0.840977010315317 0.798266150693775 -0.852602396812623 -0.958487840593194 -0.662631993343987 0.471983254780727 -0.134051755579421
-0.324114409146963 0.715280872989679 -0.16219126446289 -0.482154304036106 -0.745523407567026 -0.184712774205421 -0.75875533314954 -0.447036566690741 -0.797290346641093 0.00419610438336226 0.226990286253526 -0.825435309432713 0.261913797323027 0.78287819673407
0.749283435725873 -0.816773126984314 0.791123483407344 -0.440235748683502 -0.0386500577723408 -0.315041743135412 -0.892046127264787 -0.515689768953681 -0.422320237691747 -0.815620940334463 -0.755286874085266 0.0904825744037849 0.734751438027847 0.86465920037407
-0.974092244338909 -0.166567910161435 0.372450016504819 -0.447815435526593 0.918066317269944 -0.619958297729858 0.0442749810553089 -0.916766774004458 0.0710912425623142 0.759501006169344 0.304041417028722 0.786530898857662 -0.960455180584021 0.129444804247302
-0.285874741756623 0.614652076831387 0.361240678853355 0.540410860982457 -0.0754197963535054 -0.112378029137284 0.425226172573665 0.682812317139136 0.722939758899988 0.545550921092508 0.769959751031628 -0.150857834914101 -0.856902256401123 -0.170663884959317
0.72332117773526 0.801883637640525 0.0472392741958279 -0.166987244558321 0.951760248812581 0.409422896792946 -0.0942565167487399 -0.0773644623506282 -0.518382410167916 0.133845084801516 0.976897436845715 0.872214113362965 -0.301484960033059 0.693183497865352
-0.945615888698625 -0.0193164577679376 0.130644052922726 -0.52226537507809 -0.541729586868314 -0.904995271180524 -0.128178502497197 -0.490021214765397 0.361728270084464 0.490922178998423 -0.959007635489272 0.596758808825564 -0.642321152346475 0.489367575451865
0.813809661508172 0.344067247293756 -0.10126637499081 -0.800913948708912 -0.0893153981420411 0.354701178004034 -0.257960113883351 0.953486350694605 0.533068590337976 0.223697997903884 -0.361901785735473 -0.316825969172642 -0.0639614920308148 -0.389181502174885
