x1 x2 x3
-0.693910385724157 -0.202146658789522 -0.691993901098613
0.913223622770359 0.778461432880722 -0.34123179656143
-0.612226102338949 0.153676405377531 0.593284406071374
0.572231359599003 0.330005147657357 0.0378862904144142
-0.734892551390609 -0.454815590772002 0.468479499842506
-0.634834121866152 0.838615037854761 0.443542312391413
0.103532126680172 -0.413675490593693 0.308618628570499
0.789416469617281 -0.241418567001043 0.0277845418949922
-0.883680278077566 0.496896174732441 -0.0376676899613813
-0.879817692503954 0.0128922403293352 0.429409690912968
-0.746102810304922 0.919386421816113 -0.351831676395765
0.45083996746301 -0.224746579283383 0.505612111035734
0.922024241695957 0.988909218999712 0.514146330950316
-0.220156919726481 0.123101509362459 0.985665200611887
-0.0424321801611223 -0.0900888223713264 0.32351076700259
-0.151337627473598 -0.354478872286466 0.562575550340892
0.335822775191627 0.352805353235453 -0.14057517451855
0.924896196496362 0.767240025949044 0.479943201608645
-0.475326814608028 0.822553871814938 0.00697338991565633
-0.0336819781324206 0.619336262062813 0.658764458789956
0.755453220078877 0.209672735106821 -0.717268069349229
-0.00167021879227836 -0.270905008999786 -0.937396813901141
0.664239145504932 0.529048603149131 -0.894762368358982
-0.857028344314701 0.270093897203915 -0.931070007004309
0.878974996580898 0.638570133762745 -0.0438876591793572
-0.819017304641505 0.53396862159716 -0.816103014936671
0.14672112903092 0.00371554570350185 0.803546336416621
0.152684814969543 -0.149557237213012 -0.483032568635729
-0.763691019498898 0.40577948439323 0.778337963639448
0.874255361339698 0.880359653714889 -0.327176579058481
-0.237630694271841 0.572684171979781 -0.959951625308022
0.630845420674111 0.441341482159526 -0.275561315248099
-0.060442949787248 0.630583270227071 0.00122099471433712
0.993425974790783 0.593013760608155 0.552803586687272
-0.346787670188739 -0.684613457107917 -0.706261877958508
0.263084547487864 0.423748671494735 -0.441479734883954
0.397267462587915 -0.253372369812181 -0.820994990199494
0.0075156436456989 -0.250672788793066 0.997914315127612
-0.28704435035664 -0.512878211149946 -0.543656303035095
0.499674493810162 0.546196588337577 0.818439659168168
-0.197245532743788 0.793116994718245 -0.6314503723771
-0.192018287233853 -0.236042556310228 -0.407055001461413
-0.352553766533577 0.729814422725079 0.265527384079372
0.417198441231934 -0.603487118848134 0.937184360867056
0.546519980280039 0.762174487501228 -0.656576527392026
0.174742936543965 0.324007136830284 0.692066825158739
0.333073566029004 0.668589395049494 0.763812131662077
0.537883615954779 0.246844365180004 0.797051886542079
-0.527581053557806 -0.112772844658854 -0.370138503219156
-0.919798468687416 0.339911581461783 0.361640630359761
0.629009737022376 0.7157461039039 0.785880448629614
0.446264756722376 -0.387625692893441 -0.699183306693255
0.361642615827732 0.165858829182883 0.410001244928377
-0.706387221688249 -0.00741139056549101 -0.459021591179383
0.29782604926809 -0.367836274563645 0.719479095640127
-0.213103084342244 0.220884461380386 0.895701067645568
-0.0164964372074853 0.901118269416038 -0.610355070933389
-0.709239900515725 0.141906547815694 0.670636817465226
0.236665877463917 0.678339498809849 -0.867266468295517
0.138790327847625 -0.190490675508045 0.0522903525759466
0.852591714062728 0.213822167413309 -0.492422914976099
0.044201403662252 -0.275481562710678 0.647536435637157
0.786184626997759 -0.757550469165823 0.216181042035265
0.289114351791795 -0.550933186748686 -0.476722202417441
0.460539757882555 0.465887266261658 0.636513230741645
0.244219690628815 0.656952791900064 -0.512570247491822
0.847774765076271 -0.493494003304125 -0.390033448049023
0.0347949787089601 0.9156663440587 -0.290369743481278
0.3527805315773 0.119114738201412 0.315489677691366
0.259476260892116 0.977198804172221 0.221212354091306
-0.145749691637078 -0.752917351591556 -0.12144791016976
-0.341089199256773 5.67710027099544e-06 0.0460030707414263
-0.542672523780881 -0.0411108485368701 0.612625781029152
0.549840604903487 -0.428724408075213 0.4550879256047
0.401294513716518 0.303772425334125 0.246025728061795
0.682287498960116 -0.809023004969737 -0.205266836822654
-0.437549129819963 0.599499404151769 -0.0530751180377168
-0.942387119151341 0.887032716629716 0.990739797327357
-0.129843150222053 -0.946463742839017 0.401778767320017
0.366994331970345 -0.878605512081801 0.567069121339979
0.7464177690361 0.716698765058536 -0.285055545998427
-0.357475918337392 0.833040308795559 0.68925823095565
