x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17
-0.946196572161691 -0.60993957296863 0.823877417488051 -0.031976988987778 -0.826940313101993 0.83032097831615 -0.787124689830166 -0.431397677169127 -0.313033204383819 -0.612418021673391 -0.179952223760158 0.894718026964213 -0.407078573144835 -0.16163365788388 0.265213989797185 0.431007171462783 -0.359600035687772
0.152144836960908 0.903116399228491 0.775963062013856 0.442887378890643 0.329074983381502 0.269216866319835 -0.971394659043838 0.000551160448778676 -0.283424691848649 0.476546351578196 0.887984377812485 0.665929136550985 0.424105989178643 0.733940198019503 -0.871465176530456 0.782952506361831 0.622409602372688
-0.662808776209679 0.109749560428728 -0.505610527616843 0.1641635444811 -0.0393229456314379 -0.409299408279031 -0.658647143920637 -0.190963927648468 0.430493495005101 -0.972161083679975 0.173886077608639 0.726571831353118 0.0511011255032603 -0.683087554584148 0.216349688090713 -0.91037664310678 -0.381331790805767
-0.239902894901632 0.439408802669769 -0.472152877406299 -0.74848605455995 -0.547325701810118 -0.198238916106056 -0.167508785752169 0.321324189062888 0.0490151258316986 0.674197644364527 -0.931482164474916 -0.302423910102396 0.960042352074867 0.957896808672368 0.370691278484951 0.528478671641993 -0.231134861306397
-0.931347064041971 -0.0812567927196677 -0.943847221893204 0.330592787950163 -0.516345940154073 0.674465179369812 -0.712905551443863 -0.0202554953092818 -0.761247602728716 -0.456109905821162 0.141473780742244 0.407418059685459 0.70377791467383 0.227117720916593 0.18546932195505 0.461872438121834 -0.803107368641615
-0.722885311470394 0.45538792493671 -0.0891933162802118 -0.636687003887286 0.270792881675366 -0.334396136702614 -0.284956725437386 0.752176928030573 0.884939852725057 -0.828996200883104 -0.417421235938228 0.658150852295187 -0.140042038490201 -0.294366403426427 0.62314436430043 0.268466854107511 -0.174819362146424
-0.177903502870159 0.648738967767259 0.106744200200774 -0.761480171375716 0.454979578791159 -0.344949814098997 0.1045247409012 -0.130626927273594 -0.601538149811437 -0.466480188786244 -0.114973108374021 -0.89292391086997 -0.541778061345274 0.612522067051956 0.126879807294018 -0.119358518211281 0.263654473062386
0.06528789268697 -0.0198953736821353 0.958897341026322 -0.392309357419966 0.97230440669515 0.632003680474043 0.805416657886714 0.277849583294352 0.379569828089135 -0.122740241409252 -0.593948301085381 -0.952521480244228 -0.477339670265176 0.666965835007757 0.447488204295994 0.225012327067773 -0.0887430154145969
-0.953181819744299 -0.429400876143619 0.579692463730599 0.692134888222277 -0.701308469936142 -0.490710193867768 -0.0942386270315825 0.915038963396869 -0.409700453228125 0.175640376202954 0.684968136772376 -0.434379456510685 -0.372934029050281 -0.649583865856779 -0.659824548221522 -0.60426882414161 -0.914114021027378
0.185292162304224 0.168122524294098 -0.470528730967027 0.544321213698782 -0.531273744195179 -0.66449052302701 -0.800178700180807 0.394716357615338 0.79690153371981 -0.37391412351527 0.903447244463023 0.159667206317022 0.745467247620965 0.44489378686063 -0.764684556326007 -0.0180187446499408 0.109705365536159
-0.935513141840998 -0.571325738214723 -0.16554160840015 -0.707057931469069 -0.0495357726669103 -0.647184536589364 0.846117800393224 -0.881735107929254 -0.869040938989835 -0.895323771291604 -0.173468255536795 0.970984067278229 -0.951119474838762 0.991739663216559 0.322382663143525 -0.0427562003485475 0.18899924046223
-0.804761087782681 0.266362727629569 -0.0300651676481699 -0.464706773987341 -0.103296410463586 -0.957718619863119 -0.514153296119287 -0.870597897187998 0.828656620617463 0.39622947110589 0.674033561026787 0.669551905952394 -0.647265559910139 0.354656906476354 0.160994564275778 0.480990884436486 -0.16265135313754
-0.684310551844126 0.840006813856718 0.640441011070986 -0.666342153692591 -0.110870940281927 0.0860345574823098 0.990768414084964 0.17898930455243 0.0345498208978268 -0.989505155288806 0.563922130897203 0.0759901365447406 -0.303600571145139 0.593690825158675 0.298431816602619 -0.660800015330041 0.460417952330591
-0.506292674923042 -0.3342400234157 0.499162080560893 -0.442651468276676 0.878635342190015 -0.696407756981276 -0.459942152162685 0.74888431408963 -0.0798864815430715 -0.852099070851828 0.951149780548534 -0.847545076059178 -0.895527297598447 0.902435970216962 -0.232654922325301 0.843609095838962 0.564072006897426
-0.0134541568423019 0.868972316176685 -0.807472190766814 -0.823027263698579 -0.349398308080375 -0.588148325514185 0.169448939265875 0.27857901785057 0.505431406559039 0.843194423669894 -0.538157437433598 -0.949894378871575 -0.925174499386648 0.333175403038725 0.258296088958433 0.541707147479003 0.656451344558531
-0.979486861575998 -0.378848529517486 0.361710433281054 0.405310547463596 0.549128717057654 0.143740642730092 -0.118627211889252 0.529514945095186 0.360305448399501 -0.289328861999435 0.225612375615438 -0.985266820489402 0.616606615044807 0.919178473712219 -0.992804822232163 -0.677948765658144 0.725765461708583
0.227402489513077 0.371717195658506 -0.832324802258244 -0.256808439479346 0.496669506449252 0.411611670042005 -0.463763952627093 -0.945158313209848 -0.974091831788366 0.108054781493676 0.838933994275217 0.214486931865103 0.219187786165789 0.890877733542858 -0.0910043682383976 0.837763844661908 -0.970385984631995
0.822865215651554 -0.984984807612046 -0.95923402679865 -0.688810432773796 0.244961113827029 -0.277146602048648 -0.451333906655748 -0.176264296099681 -0.0855740581148797 -0.176675913626438 -0.000477843853809334 -0.599023979517823 -0.596028169628972 0.833290000304662 -0.111075987522079 0.304893132131547 -0.0609823727717295
0.700071555060499 0.740301271694274 0.652627509597086 0.990054846365854 -0.469023054739844 -0.448059167438735 -0.155756194908857 -0.661321518096854 -0.149059449457974 0.485677197603235 -0.905541245153256 0.714397342582507 0.682692204985685 -0.100606285164215 -0.205079199399334 0.625184470844482 -0.806800862766583
-0.110862491253133 0.29925729862291 -0.196859215189675 -0.431963658046169 -0.532999702291015 0.960746443813311 0.346030081318664 -0.744648758088759 0.8468187522113 0.860962059376624 0.944007237697404 0.221747107944753 0.003135693719857 -0.277460924736361 0.56133882289588 -0.299325909262989 0.730323583822259
-0.0351506643390338 -0.482241375597386 -0.888724333538455 0.977287534184562 0.138943089544499 -0.980998138043591 0.59903205179308 -0.875006004781188 0.846440870030783 -0.125211659525384 -0.012275349803625 0.292458183037062 -0.542789783297545 -0.142046597088304 -0.54926911587868 -0.0548911334998796 0.421438212729032
0.25228072770474 0.984098364293219 -0.541561815384365 -0.331235585946809 -0.966457128096509 0.740990227560568 -0.102685375933344 0.823470093508744 0.0835608810668482 0.851052711102975 -0.858946407460608 0.478611254611546 -0.278635797784664 -0.615935441251187 -0.830862954723895 0.95366785042659 -0.778104047033908
