x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20
-0.816244785298128 0.91691087093018 -0.971150874748826 -0.802122400716413 -0.873227767394856 -0.427111625961028 0.270690006849356 0.280386692399625 -0.302478173969779 0.800915035927203 0.254104664827231 0.691515189295169 0.30555975789018 0.789516515402123 -0.26180224506557 0.719877056485508 -0.852372620299924 0.731568918048404 -0.991141146209091 -0.685457405135501
0.147911694487557 -0.414859686261509 -0.827801733515225 -0.148682086699177 0.922620203770697 0.693334536618553 0.791170447414275 0.395942242961377 0.363228240273427 0.638900448565837 -0.739845646366477 -0.532826951899566 -0.641069015373942 -0.846114985108841 -0.155878415470943 -0.533689052455593 0.905412933567539 0.140420534742996 -0.275391077318694 0.693616294432897
-0.766715790441725 -0.205539187284652 0.781732687809039 -0.480333831168246 -0.258858222568873 0.748195385004394 -0.594418001270387 0.400391275467817 -0.563075389201287 -0.028257894238457 0.635028516626917 -0.78124219348561 -0.0745751639804803 0.166578873226419 -0.784974955372978 0.520174811698962 0.586746194845531 0.198342384993564 -0.737688992660493 0.54912457273202
-0.0563172298721037 0.620360757612623 -0.742048375684768 -0.886824958488811 -0.742337699363008 -0.867483628763817 0.0577028648983686 -0.7451908920235 -0.103463913944084 0.177970385869499 0.211088806642685 -0.705832747302484 0.651083357199095 0.123375736573245 -0.206549502020236 -0.569654492076952 -0.533247468417045 -0.857585989909247 -0.773576240279712 -0.200690596647095
-0.841110855073668 0.355933024332859 0.385995119652711 0.933570895839948 0.0627284568180331 -0.228304699978325 0.155676153008826 -0.828432599971071 -0.669907647801097 -0.303205011974555 0.397997004252858 -0.0724967985227704 0.17814251413336 0.315339614677243 0.413111743185669 -0.750890483945142 -0.710964604144916 0.0320756449289621 0.692856816043146 0.919761553509627
-0.78189967918722 0.0234157219952904 -0.649676398609299 0.216724168425426 -0.0882670846967958 0.105392968129832 0.739126508776564 0.158291120998096 0.720962407660205 -0.771416401443072 0.535249293386005 -0.669998904166277 -0.962860214655753 0.279734814962838 0.00513199372729289 -0.776749141666107 0.873565320983529 0.401171427285764 0.889462651949841 -0.721564151191153
-0.336192882433999 0.280088426107075 0.694933946074918 -0.830199566259049 -0.438726840746589 0.46232837124588 -0.283969382863492 -0.184998324730434 0.895819264262449 0.218415273907129 0.00162904356326909 -0.327296102636028 0.190839196457993 0.175227886417415 -0.212058276545722 0.433298280887771 -0.423190584515221 0.87662539051706 -0.5427248114869 0.432101046341006
0.0721401303377933 -0.733891203444451 -0.102831582386047 0.0891356710121036 0.330438579459675 0.217219400021248 0.97852937987214 -0.179249983924441 -0.784057262978051 -0.751018331172876 0.459760587510187 0.0516552286930383 0.39048995315237 -0.673084331468679 0.91766143625835 0.0738490673401393 0.209690330095589 -0.934397779498715 0.713450702955481 0.804798970521428
0.679009667161387 0.266797267977614 -0.174786656973418 -0.0667851997455582 0.37761074432591 -0.735539010826964 0.544703938482329 0.0433660832452587 0.553880677768029 -0.632124935011379 0.112905730837025 -0.376874976861291 0.091743979354389 -0.0866623280402273 0.0652122487640008 0.167411470091436 0.902510501863901 -0.381084535512142 -0.4770504526929 0.202230470701587
-0.930585788105149 -0.697859142644331 0.0785669214637019 0.114931512182578 0.832550240747165 0.107053217021283 0.717446232819464 0.0107379354867152 0.357445440307725 -0.652718569936696 0.107725403924938 0.11277424569102 -0.0105849837563 0.771117239702493 -0.73235572087951 -0.699464091870468 0.396612530776765 0.956751438720618 0.591903905089479 0.809739188409876
0.89349004556518 0.185445456598885 0.206793308896944 -0.0799029960948974 -0.719351794764865 -0.597568869411945 0.916170066833962 -0.866672131416388 -0.750434930861928 0.133508172750473 -0.791880418499932 0.682286026001908 -0.0501698315842077 0.865916034837253 -0.985217770193238 -0.717858587607276 -0.616696984599344 -0.725761095100082 -0.863656272697263 -0.411976820602547
-0.926405867300462 0.0168270220039413 0.983845690526999 0.522425078540109 -0.65518346737558 -0.879143435353413 -0.0241673288736493 -0.634505642542616 -0.650596039129887 -0.862545677854214 -0.154631763186771 0.755634849145543 -0.110543357933871 -0.0696684000333772 -0.413522232103627 -0.51575687759649 0.490714936685748 0.676017271021847 -0.959859709322453 0.028240054515656
0.998118627251592 -0.900003176465165 -0.916852499193512 0.645950832930394 0.362185882424004 -0.355715560257901 0.692873612030875 0.0898858752613887 0.188097433678806 -0.833853485780768 0.183754257964436 0.139117216152605 -0.67862210887298 -0.528652590441983 0.530377315666527 0.947959580405615 -0.34070303762611 -0.410822493165731 -0.842388919845689 -0.1169457782018
