x1 x2 x3 x4 x5
-0.816537012653425 0.917121905399486 -0.971003623292781 -0.802317881064955 -0.873072711098474
0.146397821347695 -0.414689186446369 -0.826025402148254 -0.14855592723703 0.922049065483734
-0.767013466089498 -0.205695731377695 0.781324567675125 -0.481945329008624 -0.258423289147671
-0.0579526213589124 0.621503427850083 -0.7435606864281 -0.886190309545491 -0.743880350136198
-0.841941404276062 0.354320307527203 0.385269835961983 0.933977288358379 0.0631229915753939
-0.781195286274422 0.0224434135099874 -0.648161467127502 0.21645150097413 -0.0899257131987251
-0.33660009028716 0.28070245111594 0.694722271008883 -0.831448738590814 -0.439205341799185
0.0739800828471779 -0.732612008801661 -0.103347429522313 0.0897470465935766 0.331441168205812
0.67996124863904 0.267561244146898 -0.174441379188094 -0.0668126302431338 0.377954715056811
-0.931435634306166 -0.696203507852275 0.0795287856515496 0.115261258389335 0.833599061041139
0.893200560584664 0.184422502431087 0.207946506341919 -0.0788240589047782 -0.719688906335272
-0.927626829986926 0.0170513836550525 0.98339976261463 0.523152550659608 -0.65529308489291
0.998019282484893 -0.901767583753914 -0.917274986170698 0.645457201773301 0.363271101342048
-0.847325706392527 -0.0239953297702595 0.933650051974692 -0.962712968150154 -0.663842453198507
0.526775273312349 -0.649738215997815 -0.362657958673779 -0.315386359266471 0.467527039901353
0.551527229382657 0.257845523149706 -0.585088792168535 -0.889908086873125 0.121321326735895
0.655033285517711 -0.211578089700546 -0.243473229664378 -0.829938919774257 0.553024012099951
0.807275618950371 0.30289724404458 -0.00922475189622496 -0.621760364888236 0.0739379888218827
0.664070790446363 0.784817394723184 -0.130033979596105 -0.92030907609826 0.920185368353035
0.872523572599981 -0.606783299649134 -0.691195575180463 -0.153732510790694 -0.986174033767078
-0.128131620950997 0.756537883584388 0.77007717820676 0.461207798100542 -0.0716257777647116
0.153471735793631 0.308222824689932 -0.452451401829254 0.745040101839229 0.602170062107965
-0.533376441244502 0.590543774541002 -0.496017076330725 -0.881281338418834 0.0669964987849816
-0.424119192668702 0.195817038041074 0.89544696084084 -0.326411755252164 0.010533766519744
0.745507084471639 0.33708386585908 0.0973940624422394 -0.44480474856589 -0.420784236905631
0.586531917080749 -0.98952436208073 -0.334764509082306 0.0867315652510152 -0.948272786010057
-0.490639084272552 -0.0841720975935459 0.0420132925938814 0.185471243925393 0.0860635332441888
-0.199415785749909 -0.739325885560363 0.253406726061832 0.544062036099844 0.873700809936039
0.155090369562618 0.287491077653132 -0.820638341670856 0.0948628161358647 0.303623624430038
0.925798563004471 -0.706265446530655 -0.241174069175962 0.913429184183478 -0.61847982823709
0.637414949764498 -0.829369271203876 0.477189547725953 0.340786998074502 -0.188972769226413
-0.685194615649991 0.00441903806477795 -0.418030367447529 -0.53202590505546 -0.98406522427965
-0.42157194487704 0.394792396409903 -0.272089643639978 0.906849941635039 0.857652230648789
0.963773875744082 -0.430041821197607 -0.464871971995104 0.921535603373777 0.896309573990759
0.0526745969699696 0.869814981272444 0.186756756010465 0.736986131453887 0.530173615950625
-0.401338832848705 -0.562299403081648 -0.301233077731449 -0.852963136642706 -0.52070728509035
-0.00104607084020969 0.798813735929783 0.239061168878339 0.821796919108834 -0.869473684971221
0.80355193102872 0.740671993615571 0.557520848893561 -0.602437341082376 -0.611976878170855
0.711810110885184 -0.536341788993683 0.925046491374262 -0.783549141995609 -0.478806147996802
-0.915105886084028 -0.882816285813227 0.194497324186377 -0.324850268456619 -0.235084590427112
0.12680892283842 -0.559981783427764 0.605432770372834 -0.51177370185731 0.0695196823710575
-0.890166412633844 -0.816837650556117 -0.505641474030446 0.011419122475665 0.248181815738324
-0.311430556522682 -0.878368327630684 0.907152819977608 -0.861110790879931 -0.114534371186513
-0.309036236578599 -0.0270853820610791 -0.731376463428605 -0.577098744825926 -0.329510314871091
-0.859358084197156 -0.956193507535383 0.519433631373569 -0.0734879303881899 -0.990798772459384
0.388211030533537 -0.670007536827121 0.596432288458571 -0.901106988857966 0.151715697810985
0.647088838867377 -0.857951283628121 0.852312494002283 -0.596962751230691 0.737625394586474
0.648855279658455 -0.489241322215181 0.298066860783845 0.669105937101413 0.751402267672121
0.125655507727992 0.482882242396939 -0.0881270879008808 0.894683488637675 -0.155195440469775
-0.542108727318235 -0.935278611487709 -0.931673395627644 -0.190835253626574 -0.435209804874379
-0.0202265655384399 -0.820420852511656 0.683092790381983 -0.395873660142999 -0.176847690348513
-0.43757537514763 -0.288431506619323 0.289038095803931 0.619540603324771 -0.00677423051604997
0.493722827068996 -0.845842914405279 0.236050842428114 0.275877110837027 0.572237036383711
0.196909767985344 -0.945762269515544 0.324157352372073 0.591293812360615 -0.959807285235263
-0.609825152386911 0.467639667429961 0.488819173387717 0.917907483237796 0.999327891923953
-0.243589347874746 -0.196052269402891 0.029085175291635 0.692809540119488 0.675752177045681
0.658983269128017 0.936736330383923 -0.656813706555869 -0.381187113591004 -0.127448386989068
0.436263638123404 -0.873998623624444 0.390976265140343 -0.270130717527121 0.397914281849749
0.994731156891212 -0.574065187641885 0.334473417846952 -0.127679357683286 -0.536773416282609
0.949465694140177 0.68853692293819 0.841870204214472 0.13164251471078 -0.92457160251122
-0.161350243626162 0.884339195422363 0.0016078701871447 -0.824432533381507 0.842815339921042
-0.395805397782475 -0.165672109371983 -0.928738330494147 0.689539008963387 0.0717103868452833
-0.572014622191433 0.000715879507828587 -0.275679042732343 -0.0394570204745978 0.936659404032398
0.732270833110437 0.330242247531191 0.0631908744010143 -0.640111387413926 -0.516192823388614
-0.100898722963408 -0.423226387200877 0.368019960015081 -0.0361277856845409 -0.179971963466145
0.566725433379877 0.655652354097925 -0.258857142014895 0.63923518368043 0.828764920017682
-0.519953400990926 -0.724566444542259 0.750228537476156 0.667484478101134 0.733309624650516
0.899051835203078 -0.76296430132119 -0.079583150930237 -0.767937981141265 -0.43220190414181
0.795548263300676 -0.265667529842351 0.440670337843243 -0.922859282874968 0.00378656312450776
0.57807950094901 -0.492652458620723 -0.516405938741285 0.311763114554342 -0.141486778957304
-0.515950467375107 -0.742888624194078 0.263544702714775 -0.17224721560441 -0.43029310993338
0.933937937591225 -0.798600159544032 0.63673584212549 -0.527735399878118 -0.470498197410721
-0.611038097451907 0.63776182766771 -0.367944765732158 0.760198484093882 0.938567504740786
-0.14839773961436 0.894454341564328 -0.939915571230929 -0.610729959839955 -0.324987616492901
0.885969531898853 0.63454679206619 -0.518736383514479 0.915386565105524 -0.553323953421786
-0.0737781195635907 -0.996355647211894 -0.438293402064126 0.567556779688224 0.849994646472856
0.68519644439267 -0.771285490181297 0.756511040720157 -0.544199929249007 -0.354559809709433
-0.295994398367125 0.761510235133581 -0.10050994186243 -0.132770390090998 -0.145490076353308
0.929945529254153 0.599565327081364 0.619978896614164 0.191811713102274 -0.163677432375494
-0.201822900725994 -0.326688105474692 0.918742032033857 0.592217804117594 0.239687463405077
-0.0774140328089706 0.491633509743027 0.158663901471533 0.776420705078635 0.948887992244214
-0.71694987373706 -0.378078723463696 -0.647977100205608 -0.675593541161623 -0.0532158667515032
0.635393047046848 0.651018107424956 -0.608431205143221 -0.286069688810036 0.0171912318510004
-0.950538060104009 0.931424463818315 -0.685073893588968 0.616515421918593 -0.312305463304743
0.344646670391317 -0.244767225004267 0.26449619657686 -0.930415325789247 -0.865971652057487
0.468608140779194 0.159468676583376 0.935614089160226 0.758677803962026 -0.982503858139738
-0.0231399447494186 -0.658350382192992 0.383494115258567 0.770903224492911 0.129039784783497
-0.132298374283593 -0.793088740707375 -0.0357550311139785 0.602596700452268 -0.357707190716639
-0.182106124090031 0.562653980083298 -0.846889046684839 -0.732217958281282 -0.764904812935274
-0.822348407937679 -0.392327152400278 -0.638324747597799 0.319295597527176 -0.427374797379132
-0.22162125586858 0.415755299126729 0.302684409804642 0.796996640709229 -0.523562915060203
-0.527562921808567 0.458092277947348 -0.687587396634277 -0.761132616225164 -0.334914903103374
0.503447453259025 0.479945896936115 0.0926043472355231 0.269475207536016 -0.238659069392364
-0.409164850566536 0.919550111459102 -0.92530650785286 0.172910061590374 -0.281641164859757
-0.825364945992362 -0.223960188621189 0.948482603121549 0.953220309277997 0.96877996010473
-0.259907695502508 0.993882231673226 0.759870663410053 0.627072581788059 0.132899921372998
-0.317356053473428 -0.920927940174937 -0.553347605893854 0.102948093034793 0.859058270764537
0.871691652778536 0.217104503942188 -0.830587670565117 -0.0681784198125824 -0.839120768729132
0.110672031543683 -0.804159167950973 0.443671402264386 0.425688952688593 -0.557471946658101
-0.372878994540311 0.471173935063649 0.624289214652497 -0.839270411146339 0.915791266568937
0.071685538740363 -0.418461884181481 0.091837681375444 -0.38928855018504 -0.854124695159961
0.349183867077809 0.247506358342245 -0.149839827555697 -0.749386688779108 0.539606269164477
0.800901130720973 -0.65193476768164 0.427236840748694 -0.274454518292565 0.540036854958162
0.774907673989423 0.767844507875852 -0.0207283647614531 -0.965714921025094 -0.227589067719411
0.542645981480367 0.713322713144124 -0.934182969942223 0.163636752008461 -0.454681970070116
0.982701508223079 -0.274636686617043 -0.211366007785313 -0.681546563763637 0.559019246162381
-0.227890776159242 -0.613485484963283 0.996428683005739 0.200638798105996 0.297384339888114
-0.122046246935148 0.431526746389922 -0.54925633231597 0.15303458161233 -0.0557875044085085
0.314693474476691 0.536023795536254 -0.216703941822983 -0.531498565738089 -0.24946633949643
-0.253503605676815 -0.366609079942573 0.374697698049247 -0.805729265666567 0.694246102956124
0.233937314491253 0.403359665485565 0.200006830675993 0.780017119724769 0.45184379107412
0.109605830279645 -0.841487731493544 0.783102892402094 0.0677895332570189 -0.394186736919917
-0.379855788914487 -0.520525451930705 0.578740844745189 -0.970103539445903 -0.714833029459696
-0.188899634541012 0.0303127352474257 -0.564699938862585 0.988592804321553 -0.769843313029502
0.273379441009834 0.614839725549333 0.595416647295468 0.414128822837956 0.902219543600921
-0.244285114578437 -0.667685879048426 0.552999541573692 0.255164120720234 0.878026383314282
-0.486156365667004 -0.294668627811596 -0.920455009603407 -0.604770727486815 0.29012865351839
-0.604503509763628 0.388471481438261 0.0179779740809463 0.546066031163558 -0.186767412390094
-0.724432807873469 0.777789121918846 0.762383725681808 0.0848642021627166 -0.027008669892326
-0.0713095393604599 -0.768542430612259 0.631464735297021 -0.673105847473256 0.901641749535687
-0.159604414142668 0.128427531528752 -0.976908335177228 -0.104209223944228 -0.0598169218986295
0.00838834544457501 -0.700017574714031 0.566664082806557 0.104012566051446 0.661161067997571
