x1 x2 x3 x4 x5 x6
-0.81750707351882 0.917060610377695 -0.971572055794764 -0.803948301921133 -0.873315995062236 -0.42721172945248
0.146250691818073 -0.41435116809886 -0.826264524681028 -0.149632054357324 0.922379153657239 0.692584312030114
-0.76620078336494 -0.204197115229908 0.780145869453438 -0.481321928623132 -0.258399659911171 0.74846474638721
-0.0574536343337968 0.620218223677482 -0.74289533626521 -0.886511320372578 -0.742444602369331 -0.867274878702592
-0.841640928182751 0.355232043482363 0.38518764925329 0.932745237880386 0.0629643551530317 -0.228973517124075
-0.781736667972524 0.0234247110988945 -0.648564138733782 0.21620417518355 -0.0899786502760835 0.10414492766466
-0.336122585569974 0.280670854904689 0.695768428787123 -0.831502982843202 -0.439159830668476 0.463733816599939
0.0726655440367758 -0.733014341246337 -0.102728629902005 0.0881080121253617 0.330627408282366 0.216155520201195
0.678845153342932 0.266756271185353 -0.17481824919628 -0.0660331931938417 0.376924589853268 -0.73517076592939
-0.930087228975724 -0.697600222798996 0.078737060149666 0.114885754202493 0.83238139719516 0.106395210808143
0.892257401389535 0.185575550622773 0.206571379750967 -0.0795062083830126 -0.71967013428174 -0.597764637731016
-0.926344616837334 0.0166907133422791 0.983195665283594 0.522576603914611 -0.655083365997765 -0.87894230068475
0.999022147773299 -0.900520369166974 -0.917635739386547 0.645130586351734 0.363981273624115 -0.354510508175008
-0.846418647610117 -0.0235613173944875 0.933567042283248 -0.963636425883975 -0.662864824151155 -0.185208345912863
0.52712648684578 -0.6489179639793 -0.362497760211118 -0.315385939895641 0.467335981671698 -0.621260039055254
0.551564935390372 0.25751502314955 -0.585343367847148 -0.888458603685256 0.121796455001924 0.0835461969883182
0.654140645307489 -0.210726686114445 -0.242067848685197 -0.828252995626535 0.552934519040398 0.753459682202898
0.807164041810669 0.302773751953617 -0.00904637801926578 -0.62019649051968 0.0723991993553936 0.158702037569135
0.664640866742004 0.785224095513579 -0.130129405844957 -0.921117244091816 0.921961917102803 -0.351827082765754
0.872290627175476 -0.60675584360119 -0.690722403200343 -0.15388136523217 -0.987409165197983 -0.150230423881207
-0.128928035813384 0.757377675500233 0.771272564034909 0.461230151684023 -0.0713952060854063 0.590846217261627
0.153226118383929 0.308485040839296 -0.452095300849527 0.745791485062335 0.602279725258239 0.981015984811354
-0.53330926006753 0.591921425445937 -0.496766307088081 -0.88074285822222 0.067291170864366 0.0299599728840403
-0.424946116414387 0.195148991424125 0.895271133730188 -0.327657268694136 0.0108692813627422 -0.0561786849144846
0.745150677391328 0.337816885341425 0.0969452295051887 -0.445448612091597 -0.420359430814162 0.771053006786853
0.587522636629641 -0.989659021576401 -0.335015230444726 0.0868409441714175 -0.948189140190836 0.476091657714452
-0.490864706461783 -0.0843159695230424 0.0434372870647348 0.185649269350339 0.0871802798183634 -0.339866753670853
-0.199459766455926 -0.739143062899821 0.253537069628481 0.545089829951059 0.872064241259825 -0.969402303780895
0.154332772332709 0.286926544006448 -0.8205302486578 0.0949218441215345 0.303785127270035 -0.536794700498693
0.924131835516542 -0.707682599191554 -0.240236968945246 0.912704562847037 -0.619817857929505 0.6645402288232
0.636550961276982 -0.829286439117044 0.476183685658965 0.340473226179834 -0.18914450628683 -0.980812756511848
-0.684960808886215 0.00423646057210858 -0.418680283407215 -0.532713488948531 -0.985327233018819 -0.29854015065264
-0.421015680334531 0.394096435725689 -0.272761877352838 0.90785864908481 0.856330840475392 -0.474338926044758
0.962483206250239 -0.430154486582149 -0.46416806998197 0.921161349618807 0.896003145613242 -0.972023020103574
0.0536608451777139 0.86959499768028 0.187710870970041 0.73719237570744 0.531823291932698 -0.275013204457704
-0.401311988985632 -0.563713241643272 -0.30040091569582 -0.852576169032603 -0.520829424858559 0.769034419244155
-0.00147651149192829 0.799884729683399 0.239419632483274 0.821480789463967 -0.868711121099535 -0.959562366168015
0.802697258572094 0.740367912142537 0.556645449572708 -0.602239262913819 -0.611209673147649 -0.832665797545109
0.711383939462714 -0.537362536903936 0.924958247557282 -0.783481713227928 -0.479823679482564 -0.323927123004105
-0.914757642150391 -0.882657649514731 0.194713621701579 -0.32471057694545 -0.23444676742889 -0.722124895188492
0.126226748024113 -0.558072766266763 0.604056319306605 -0.511771259457339 0.0686186606911943 -0.731196274670307
-0.891475904141087 -0.817614669048227 -0.504498893395532 0.0111075566769578 0.248061565647367 0.0238201409708709
-0.311714728637598 -0.879120804133359 0.90689972763136 -0.860682231605053 -0.115538442373741 0.177995929476339
-0.309151663840748 -0.027492581864819 -0.731769199850503 -0.577035848967265 -0.329590205100831 -0.525770915002562
-0.859642182965297 -0.957869245872833 0.518081182058901 -0.0737273248285055 -0.990701692019124 0.433892645900603
0.388588459734805 -0.671657586413901 0.596578251111321 -0.900208221117035 0.151732551920693 -0.81855259968387
