x1 x2 x3 x4 x5 x6 x7
-0.816771484735888 0.917752325075678 -0.971807696245611 -0.803649196601473 -0.873090841950383 -0.426520840798505 0.2709259336791
0.147145107168704 -0.415097544956487 -0.827599669951014 -0.149622931607533 0.922024678845424 0.693451606693212 0.791425616805907
-0.766473291190807 -0.204590634499677 0.780695889789145 -0.480810968045611 -0.258668729368132 0.748600919425487 -0.595597466586158
-0.0571293927240185 0.621017998645548 -0.742994828843512 -0.886447218217421 -0.742663334659301 -0.866805904155131 0.0578625898840837
-0.840887560789473 0.355329755291808 0.385819942275062 0.933495531276334 0.062453793530818 -0.228418009757064 0.155562596072909
-0.781308346695267 0.0231804949464276 -0.64922550310893 0.216461486997083 -0.088429705416318 0.104943853418343 0.739431827974506
-0.33729317720281 0.280639497102238 0.69549281229265 -0.830652548388112 -0.438681295547634 0.463791229677852 -0.283933026080951
0.0731876657237298 -0.732099265732802 -0.102893322226591 0.0880329314535484 0.331587684329133 0.217507921156473 0.979784880835563
0.678454000882804 0.26663794788951 -0.174285018873401 -0.0662216232889332 0.377308506676927 -0.734425522970036 0.545834055524785
-0.930509000067599 -0.69714133995492 0.0797936584958807 0.114015103791375 0.832995367269963 0.1068165287273 0.71655620464636
0.89308436778374 0.185224404247943 0.207776612492278 -0.0790735971252434 -0.719758708018344 -0.596559559661429 0.916789872769732
-0.926566084802616 0.016649335483089 0.982030214484315 0.523867658492643 -0.65572623174591 -0.879895311865956 -0.0249416313548573
0.999710425268393 -0.901990891244262 -0.916247280517127 0.644806406730786 0.362909270410426 -0.355877775397617 0.693607554554939
-0.846565834639594 -0.0226092536621727 0.933410160675179 -0.963525031863712 -0.663939772839658 -0.185512926899362 0.963248960423749
0.526043122692499 -0.649454121729825 -0.362113772835117 -0.314002295887098 0.467805311421864 -0.621701100715436 -0.930203958366066
0.55101963674603 0.256987172263675 -0.584758827812504 -0.889439273636322 0.120198404921219 0.0820982137937099 -0.352776953103486
0.65456569121778 -0.211949962730519 -0.243635922081769 -0.828713202942628 0.552172083516139 0.753906257985625 -0.0527578541277908
0.807627882234287 0.30263647895446 -0.00839838988659902 -0.620655436718371 0.0722491538082251 0.158438246431295 -0.378779647320509
0.665960667153355 0.784007874399889 -0.130009726708289 -0.921001953956671 0.921866335442755 -0.351320034515578 -0.199079808592796
0.872994698655791 -0.606517511694226 -0.691374963803217 -0.153839856686536 -0.987860631266609 -0.151817834693939 -0.20890904454561
-0.129344929509331 0.757020202613436 0.771909090565517 0.460988305686973 -0.0711767486766912 0.590920886569656 0.879644221266266
0.153139593730681 0.308960500373505 -0.453723684420809 0.744728673295584 0.602138861336745 0.981157934318297 -0.085413317380473
-0.533105274971575 0.590888968741521 -0.496145882079843 -0.880364136589225 0.0661866217078642 0.029184861532878 0.16708696183376
-0.425917192658409 0.194979678309057 0.894695103255566 -0.327107512724586 0.0105720335077495 -0.0574781688703224 0.223635030828882
0.745526923611294 0.336921484928113 0.0961396998018027 -0.444345029907767 -0.420450786305592 0.771469849821646 0.926028538080864
0.586133567315526 -0.988120399293024 -0.334149722782895 0.0875173595077359 -0.949308794354554 0.477041091873311 0.0997810269896873
-0.491984816553071 -0.0846623207530938 0.0429314101813361 0.185454883862753 0.0864602972646245 -0.338678345442284 -0.992242918098345
-0.19974888855312 -0.739897457289509 0.253514969021548 0.544106716440991 0.873562102276832 -0.969177755706012 0.260306427725125
0.154956004512031 0.286299431971274 -0.821469580628909 0.0957553034122103 0.302853739380371 -0.53641808566032 0.826792516142596
0.925913440084551 -0.707400865972508 -0.240815535585862 0.912499531236477 -0.618048492213245 0.664875411455985 -0.51558780301502
0.637667575895786 -0.828115986453835 0.477937575164251 0.340784170634579 -0.188308270618785 -0.981336940291803 0.251036444115918
-0.68533669782849 0.00422944425977767 -0.41970203345269 -0.532363163216039 -0.985335899331141 -0.298143752656877 -0.11529943471076
-0.421146478203125 0.394803009319585 -0.273150822727941 0.906590164909605 0.857786240776535 -0.47467671522405 -0.498852768259589
0.963867400784977 -0.430023145625833 -0.465774613640271 0.920958883336745 0.897346101949923 -0.973893808097113 -0.231119436125271
0.0537099244291894 0.869293127273209 0.18728256933298 0.73630803913204 0.530790334173012 -0.275918285293039 -0.667790804768447
-0.400658740943298 -0.562380766882561 -0.301523198558949 -0.852553425671998 -0.520508097481448 0.769214013260324 0.354063263781369
-0.000120357817504524 0.799486169611104 0.238287416202016 0.82076817382453 -0.868836148487404 -0.958016564644873 -0.397196587585378
0.802390031634364 0.741393718555104 0.557865850363392 -0.602657920672558 -0.610294587478507 -0.833093232349493 0.340546165784355
0.710134174450766 -0.537134161148686 0.925037646662444 -0.783441144300625 -0.478138804445975 -0.322910257897805 -0.359950534230098
-0.914874080428854 -0.883409806478769 0.194322818869725 -0.324615114321467 -0.234600625467952 -0.723725743509829 0.163783664202318
0.126304879267234 -0.558157567358576 0.604311520774849 -0.511729236918036 0.0684338419605046 -0.731053739707451 0.615280825899914
-0.89142969879508 -0.81604564946238 -0.504945541263558 0.0114203765271232 0.249097274318338 0.0224189159763046 -0.533595300975256
-0.311422485194635 -0.879045666000806 0.906277654436883 -0.860294452303089 -0.115528348167893 0.17686994621763 0.238488581430633
-0.309303795259912 -0.0261575073897838 -0.730563796973787 -0.576521547247656 -0.328845411612187 -0.525914115922991 -0.344658592215274
-0.85840869711712 -0.956481014675461 0.51979972740449 -0.0732436391990632 -0.991182952590752 0.432727046389133 -0.0321742012533359
0.388279243758414 -0.67073292361293 0.596316674240399 -0.900520719849039 0.151596584218089 -0.819251949289348 0.348790595760569
0.64785018795263 -0.857027824720368 0.85304285300849 -0.597335989480838 0.736787380628288 -0.941401143550407 -0.466640674273949
0.649516383736394 -0.489088154772762 0.298758470580447 0.668797900332604 0.750372174059506 0.323532217741012 0.774391102519352
0.124840712629724 0.483286829218734 -0.0893274653810077 0.894090425241739 -0.155412298433017 0.801230763099156 0.214164474870544
-0.543845657276455 -0.934108024669346 -0.931363168238197 -0.191486139401328 -0.435804551507346 -0.795296328115743 -0.0940691827624105
