x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
-0.951677633538891 -0.861475182677448 0.210885629589106 0.312966364845756 -0.65298737677672 -0.0729845474001118 0.0350941699966298 -0.0694911966443454 -0.548010830057442 -0.371235741624658 0.379820497762534 0.54671017383164 0.167457804091667 -0.815427046271874 0.20429840108588 0.57729236259407 0.348442314346198 -0.160574491659768 -0.363401464277168
0.0307757120630949 0.492346982929954 0.167964362829654 -0.765674099020145 -0.982590946638834 -0.23785785681948 0.42156971654867 -0.0428236117735995 0.426576587029022 0.583986323904001 0.175124908304332 -0.995911349143073 -0.986530262824074 -0.859091617677998 -0.877756145720395 0.555768768965806 0.0279492144577058 -0.637692503629032 -0.924813695254025
-0.698370205796887 -0.217633823376075 -0.978685533906284 0.563151104083089 0.476099852059086 -0.414835452025413 0.250310214938547 0.595633390803797 -0.869888302228708 -0.0551482373371868 0.229248229134338 -0.252233291424223 -0.185716982957245 -0.077884739372193 -0.562355149721506 0.783219251754375 -0.93660231681945 0.932276152546125 -0.253016411671905
-0.319737598403651 0.0771546808328774 -0.948580546145646 0.590706388874617 -0.705233412813885 0.0424117313123209 0.708451676999807 0.254551918285556 0.603472874965396 -0.0837116204352902 -0.691724639439857 -0.586085041949133 0.0151604407182651 -0.720983951300579 0.185027429717103 -0.916533072992767 0.646365893633154 0.172310302353366 -0.625245707125746
-0.938767064173804 0.629070144458919 -0.606278994304839 -0.340994141823122 0.664472044320949 0.481963256566025 0.403047151240447 -0.470662564026486 0.956019313448648 -0.584165695509751 -0.05678818489768 0.227767084206847 -0.638892082439515 0.977267338335882 0.319974800378918 0.978221894095676 -0.198404948779406 0.864662898288501 0.490506098399208
-0.75160004242642 -0.38859479907655 -0.430834799359283 -0.589995747370964 -0.540232662339327 -0.917298181803627 0.304116010105875 -0.327774601492933 -0.997721357584294 -0.31351119097359 0.883285755803073 -0.00177653302168967 -0.293763791842533 0.630289944153965 -0.192442126020936 0.723203463910491 0.158229055381748 0.610341181192964 -0.656399161537594
-0.264393284428178 0.0918353921605126 0.593361886168683 -0.440669242743721 0.542765713499884 -0.00585875982492179 0.669719808565232 -0.906213109213001 -0.408347665747064 0.78008033700851 0.167437471178434 0.894596754939442 -0.245413469765703 -0.886800354821117 0.369580040126181 -0.487530314282661 -0.106374892245022 0.32755607367726 -0.866112676008457
-0.0473257706454023 0.264425772235508 0.331630855569689 -0.117837958827762 -0.077815683934666 -0.554725124649336 0.774620776996874 0.550402951928983 -0.741698473107535 0.726427159566236 0.941107671326271 -0.757170953214365 -0.444080146004103 -0.495171801621266 -0.790388207223977 0.705053733700862 0.796846186153248 0.545975203216076 -0.289958420195004
-0.958133517535477 -0.333342561551958 0.69343789742414 -0.249840048855832 0.533199307418698 0.376781820545561 -0.367524022733744 -0.156202145082214 -0.417492432116996 -0.741697386355556 -0.809681176559411 0.576605563217063 0.0451214058519538 0.938350133013814 -0.849476058060597 0.733820911276791 -0.434660322461155 -0.693367405496538 -0.116741888168219
0.060457182685526 -0.699700760502907 0.581703759422281 0.425108989806307 0.402834386098885 0.72502488342849 -0.647698767648667 -0.760035469221858 -0.10991245441874 0.402496267231059 0.517736581813323 -0.964741351505325 -0.524849444610851 -0.939409375270755 0.762198063909493 0.956520517001076 -0.450894707151027 -0.535768413347143 -0.0826446953602136
