x1 x2 x3 x4 x5 x6 x7 x8 x9
-0.817160486139823 0.917652279655449 -0.971775398272555 -0.803592155795079 -0.873015578785446 -0.426468423651066 0.2704508290831 0.281430799430236 -0.302234405199531
0.146364667112008 -0.414131000887137 -0.826852460908704 -0.149758156990167 0.922323002215009 0.692195690189022 0.79167664347915 0.394627671616617 0.36365217745956
-0.76704760150332 -0.20532211260451 0.781101914095227 -0.480030625854153 -0.258424909803085 0.74913738087099 -0.595690406570677 0.401417722119484 -0.562805331354495
-0.05670539074298 0.620522899742704 -0.742401269391645 -0.887453015279956 -0.743890491088387 -0.866582932270598 0.0572897234433332 -0.744901240181643 -0.103848491786979
-0.840477978121955 0.35544027219154 0.384410115510691 0.932890009424183 0.0630691195428372 -0.228153516147286 0.154858394558542 -0.828305210582446 -0.668306006215978
-0.780305189948995 0.0229777245335281 -0.648717956514563 0.216425488966517 -0.0895529950116761 0.105527733151335 0.739233251562342 0.159400635072962 0.721991286444012
-0.336414838600904 0.281024151881225 0.695135419595987 -0.830476544877049 -0.439597777499817 0.462894016749691 -0.283862561096903 -0.184161400307436 0.895728910182603
0.0728761521577834 -0.732349660826381 -0.103450547367334 0.0890308574768715 0.331893935570959 0.216016626707278 0.979413723687641 -0.179076701860409 -0.784139935549814
0.679587240046356 0.266840518497862 -0.175376937910914 -0.066711622052826 0.37724469823204 -0.734130812382791 0.544299495150335 0.0423470143745652 0.553392465305515
-0.930864977568388 -0.697816972945351 0.0780171114588157 0.114581097299699 0.833119248136878 0.107783420606982 0.716299633895047 0.0108241814272478 0.356595232917927
0.89384467186546 0.184098291574977 0.207285164910834 -0.0787127868100069 -0.718218006885611 -0.596343748620246 0.916946944921277 -0.866713124834467 -0.75049583372986
-0.926931496950332 0.0174061484728008 0.982138177385088 0.522702901342418 -0.655814973571803 -0.878110483112745 -0.0247330114729702 -0.634373193291016 -0.650024949015584
0.998409615697805 -0.901260104485322 -0.91623434210429 0.645966488711536 0.362631558172405 -0.355371324767359 0.69200884349132 0.0888206196147949 0.18882443292439
-0.84688614673866 -0.0236458852621727 0.933668932157103 -0.963316584640183 -0.662028862699866 -0.185453023050446 0.963548930614255 0.182014531156514 0.154625113211572
0.526614991151728 -0.649456493275706 -0.362335612588562 -0.314574589685071 0.466092003982514 -0.621659388614353 -0.930146888827439 0.488576679244638 0.67787386365002
0.551025342507754 0.256343628290109 -0.585809003978036 -0.888021752722096 0.121784126169979 0.0822715870821848 -0.352820586813148 -0.976885760283098 -0.53575999889709
0.654693261873908 -0.211556608444545 -0.242207854620181 -0.829253573581111 0.552210025759414 0.752805293506943 -0.0533558861115015 0.0254035663763061 -0.629863366139121
